cluster_id,name,description,size,total_size,member_clusters,sample_summaries
12,Filter spam business proposals and marketing inquiries from support channels,"Users submitted various unsolicited business proposals and marketing inquiries to LangChain support, including plugin marketplace offers, mobile app development services, investment opportunities, and social media promotion requests. These requests were categorized as spam since they were unrelated to technical support for LangChain OSS, LangSmith, or LangGraph components.",8,8,,"[""consider acquiring a plugin they developed for the marketplace that automates API creation and development processes. This is categorized as spam since it's an unsolicited business proposal unrelated to technical support."", 'provide a response to a spam inquiry about mobile app development services.', 'provide a response to a spam inquiry about mobile app development services. The user is asking the assistant to categorize this as a spam support interaction rather than a legitimate technical support request.']"
13,Process LangSmith GDPR account and organization data deletion requests,Users requested deletion of their LangSmith organization accounts and associated data under GDPR data deletion rights. The LangSmith support team processed these data deletion requests by confirming user verification and completing account removal across all systems including databases and billing platforms.,36,36,,"['delete their account and organization under GDPR data subject access rights. The support team confirmed the deletion request and completed the data removal process.', 'delete their organization account and associated data under GDPR data deletion rights. The support team confirmed deletion of one organization and identified a second organization that may also need deletion.', 'delete their organization account under GDPR data deletion rights. The user confirmed their request to proceed with the account deletion after receiving a confirmation email from the support team.']"
14,Analyze and categorize LangChain support conversation transcripts,"Users requested assistance with categorizing and analyzing various LangChain/LangSmith support conversations to improve support operations, including issues with LangSmith annotation systems, experiment view bugs, and LangGraph integration problems. The requests involved analyzing conversation transcripts to identify specific technical support needs across the LangChain ecosystem components and provide proper categorization according to support taxonomies.",29,29,,"['help them integrate their custom trained model (based on a base model) with the framework for text classification of request types, specifically asking about using BaseChatModel and seeking clarification on the correct implementation approach.', ""understand why updating an assistant's configuration doesn't automatically apply to existing threads, and how to ensure new configurations are used in ongoing conversations. The support team explained the configuration precedence hierarchy and provided guidance on updating configurations at runtime versus the assistant level."", ""provide information about the assistant's capabilities and limitations.""]"
15,Configure LangGraph platform deployment infrastructure and authentication settings,"Users requested support for various LangGraph platform deployment infrastructure and authentication configurations, including AWS cloud service integrations, custom domain setup, and role-based access management. The support team assisted with workspace-level API key management, service account configurations for cloud storage access, timeout troubleshooting, and account administration tasks like email updates.",8,8,,"['provide information about using a custom domain for LangGraph Cloud. The support team confirmed this feature is not currently supported and is not on the roadmap, but noted the request for future consideration.', 'help with an issue related to AWS PodIdentityAssociation configuration in the LangSmith SDK, specifically involving cluster setup with role ARN and service account configuration.', 'help with LangGraph platform deployment and AWS S3 connection. The user needs guidance on how to whitelist instance IP addresses or establish a secure connection between their deployed LangGraph agent and an AWS S3 bucket for file parsing.']"
16,Increase LangGraph platform deployment quotas for multi-environment usage,"Users requested increases to their LangGraph platform deployment quotas to accommodate multiple environments, A/B testing, development workflows, and regulatory data isolation requirements across different business units. Support agents successfully processed these quota increase requests, typically raising limits from 1 to 5-10 deployments, while also gathering feedback on pricing, enterprise features, and platform capabilities like cron scheduling and environment variable management.",22,22,,"['increase their deployment quota for the platform so they can experiment with more open source agents and accelerate their learning process. The support team successfully increased their deployment limit to 5 deployments.', 'get access to cron job scheduling features for their agent application, which is currently restricted to the Plus tier, while they are on the startup program and want to test locally rather than using cloud deployment.', 'increase the number of available LangGraph deployments and to connect with the team about enterprise options and the startup program for their AI use cases and offline agent flows.']"
17,Resolve LangSmith Prompt Hub and Playground functionality issues,"Users sought assistance with various LangSmith Prompt Hub and Playground functionality issues including missing edit buttons, UI bugs, permission display problems, and feature enhancement requests. They also requested guidance on programmatic prompt management, testing practices for LangChain packages, and provided feedback on new features while seeking training sessions on prompt engineering workflows.",31,31,,"['provide guidance on prompt engineering across different LLM providers and information about DSPy integration with LangChain, along with scheduling a follow-up discussion about prompt optimization features in the playground.', 'provide information about the availability of an async version of the pull_prompt() method in the LangSmith SDK, as their team needs asynchronous prompt management capabilities for their LLM application integration. The support team confirmed this feature is not currently supported but filed an internal ticket to add async client methods in a future release.', 'provide positive feedback about the memory interrupts feature, expressing satisfaction with this functionality.']"
18,Provide enterprise and startup pricing information for LangGraph and LangSmith plans,"These requests focused on obtaining detailed pricing information for various LangGraph and LangSmith enterprise plans, startup programs, and deployment options including cost breakdowns for node executions, standby minutes, and self-hosted solutions. Users sought pricing clarification for tender submissions, budget planning, enterprise evaluations, and understanding billing structures across different plan tiers and usage scenarios.",28,28,,"['clarify the pricing display on the Models page in Workspaces, specifically asking whether the prices shown are for reference only and confirming that billing occurs directly with model providers rather than through the platform.', 'discuss the enterprise plan pricing and schedule a sales call. After initial communication difficulties, the sales team successfully connected with the user via SMS to arrange the meeting.', 'provide clarification on pricing structures for various products, data security and compliance information, and specific details about using the studio tool with open source implementations. The support interaction involved multiple questions about enterprise pricing, data handling policies, and whether certain tools could be used independently without platform dependencies.']"
19,Promote open-source projects and facilitate community collaboration opportunities,"Users requested promotion and visibility support for their open-source projects built with LangGraph and LangChain components through social media featuring and content sharing. They also sought collaboration opportunities including creator programs, feedback on their implementations, and guidance on contributing their projects to the LangChain GitHub organization.",9,9,,"['feature their open-source project built on LangGraph across social media channels to increase its reach and visibility among developers.', 'participate in an internal demo/showcase of how they are using LangSmith, asking for someone from the LangChain team to join for 10-15 minutes to discuss roadmap and features to boost awareness and enable more usage within their organization.', 'share a blog post about running evaluations with LangSmith, which the LangChain team agreed to promote on social media the following day.']"
20,Process legal documentation and compliance agreement requests,"Users requested various legal and business documents including NDAs, DPAs, ISO 27001 certificates, and supplier agreements as part of their organizational compliance and vendor approval processes. The support team provided available documents where possible but clarified that custom legal agreements are only available for enterprise-tier customers with minimum annual commitments.",9,9,,"[""provide a signed Non-Disclosure Agreement (NDA) and Data Processing Agreement (DPA) as part of their security due diligence process for using the product. The support team provided a pre-signed DPA option but clarified they don't sign custom NDAs or Terms of Service documents with self-serve customers."", 'make a private channel public so that their organization can access it. The request was successfully resolved after some back-and-forth about channel visibility settings.', 'provide phone verification of banking information for account setup, as their company policy requires verbal confirmation of financial details before processing payment forms.']"
21,Resolve LangSmith platform billing disputes and account management issues,"The support requests involved various LangSmith platform issues including billing disputes over unexpected charges for extended data retention and Team plan pricing, authentication and login problems affecting organizational access, technical issues with cache token display in the UI, certificate-related problems, and workspace deletion requests. Users also experienced account management difficulties when transitioning between personal and business organizations, requiring assistance with membership cancellations and refunds.",14,14,,"['provide a summary of the conversation.', 'provide a summary of the conversation. The conversation is about a user reporting a bug where cache_creation token counts are not displayed in the LangSmith popover/tooltip, despite being present in the API response metadata when using a bedrock model with caching functionality.', ""provide a summary of the user's support request from the conversation. The user disputed an unexpected $20,000 billing charge for LangSmith traces and extended data retention, which was 100x higher than their typical monthly invoice, and requested immediate investigation and resolution of what appeared to be charges for failed API calls.""]"
22,Troubleshoot LangSmith trace ingestion and missing trace issues,"Users
experienced various issues with LangSmith traces being incomplete, missing, or
not appearing in the dashboard despite successful application execution and
valid API credentials. The support team provided solutions including upgrading
SDK versions, implementing wait_for_all_tracers() to prevent premature process
termination, and addressing backend infrastructure issues affecting trace
ingestion and storage.",37,37,,"['help with LangSmith tracing issues where 20-40% of traces were not being submitted to the platform in their production FastAPI environment, despite no error messages appearing in logs. The support team helped diagnose the issue and provided solutions including updating the SDK version and implementing the wait_for_all_tracers() method, plus guidance on programmatic monitoring of trace submissions.', ""help with missing traces in their LangSmith application, where no traces are appearing for runs made that day, and they're experiencing issues with version 0.9.5 after rolling back from a newer version."", 'help with LangSmith tracing issues where the final node in their LangGraph pipeline appears as incomplete in traces, even though the application functions correctly and generates proper responses. The support team provided a solution involving calling wait_for_all_tracers() before program termination to prevent serverless runtime from killing the process before traces are fully uploaded.']"
23,Block unsolicited SEO and marketing spam emails,"Multiple users sent unsolicited marketing emails offering SEO services, guest posting opportunities, backlink placements, and various promotional services to LangChain support channels. The support team consistently identified and categorized these commercial solicitations as spam rather than legitimate technical support requests.",47,47,,"[""inquire about linking opportunities and SEO link exchanges with the website, which falls under the spam category as it's an unsolicited marketing inquiry unrelated to technical support."", ""accept guest author content submissions for their website, proposing several technical topics related to software development and cloud computing. This is categorized as spam since it's an unsolicited marketing inquiry unrelated to technical support."", 'provide SEO and promotional services to help improve website ranking on search engines. This is spam/unsolicited marketing and not a legitimate technical support request.']"
24,Provide LangGraph Platform and LangSmith deployment pricing and licensing information,"Users requested information about LangGraph Platform and LangSmith deployment options, pricing models, and licensing terms for various hosting scenarios including self-hosted, BYOC, and enterprise configurations. They also sought guidance on multi-region deployment configurations, startup programs, quota limits, and enterprise subscription details to evaluate deployment strategies for their organizations.",29,29,,"['provide help with their LangChain development environment setup or configuration issues.', 'provide assistance with deploying BYOC (Bring Your Own Cloud) and self-hosted LangSmith with managed ClickHouse, with specific team members assigned to work on the implementation to get it live as soon as possible.', 'provide information about the pricing and deployment options for the LangGraph platform, specifically asking whether multiple agents can be deployed under a single deployment or if separate deployments are required for each agent type given their low-usage scenario.']"
25,Handle spam and unsolicited marketing submissions unrelated to LangChain services,"Users submitted various unsolicited marketing messages and spam content completely unrelated to LangChain/LangSmith services, including petroleum products, mobile app development, domain sales, guest posting services, and business partnership proposals. The support team correctly identified these submissions as spam that should be categorized and closed without technical assistance.",39,39,,"['provide a follow-up response to a previous email inquiry that was not answered. This appears to be spam or a non-technical inquiry unrelated to LangChain/LangSmith support.', 'handle a spam email offering petroleum products, which is unrelated to LangChain/LangSmith support and should be closed without response.', 'respond to a spam email about global trademark services for startups. This is not a LangChain/LangSmith support request but rather an unsolicited marketing email that should be categorized as spam.']"
26,Resolve LangSmith platform API reliability and connectivity issues,"Users encountered various LangSmith platform API reliability issues including intermittent 503 service errors, connection failures, and validation problems that disrupted production workflows and agent executions. They requested help with debugging payload size limits, implementing retry logic for failed ingests, resolving recursion limit configurations, and addressing rate limiting errors during API data extraction operations.",16,16,,"['help resolve ""Too Many Requests"" errors they are encountering when using the API to extract data from runs, specifically when calling the list_runs method with delta records filtering.', 'help resolve recurring 503 Service Temporarily Unavailable errors with LangSmith Run Ingestion that are completely halting their production AI workflows and LangGraph-based agents. The user is seeking clarification on whether this is a known service issue, rate limiting problems, or backend instabilities, and requesting guidance on retry strategies while their production system remains affected.', 'help them with a LangSmith Playground validation error that prevented tool calls from running, which was caused by AIMessageChunk objects being passed instead of AIMessage objects when using AgentExecutor with streaming enabled by default.']"
27,Migrate LangSmith accounts from US to EU region,"Users requested support to migrate their LangSmith accounts and organizations from the US data region to the EU data region for compliance and data residency requirements. The support team provided step-by-step migration processes involving manual data export/import, new account creation, and subscription transfers including startup plan discounts and deployment quota maintenance.",18,18,,"['update their account to the startup plan on the EU tenant after migrating from a non-EU tenant, as previously discussed with another support representative. The support agent made an adjustment and provided a form link, which successfully resolved the billing plan upgrade request.', 'help them migrate their organization and users from the US data region to the EU data region, including transferring their paid subscription credits to the new EU account.', 'help them migrate their LangSmith account from the US region to the EU region while maintaining their startup plan discount and ensuring no service interruption for their current clients. The support team worked out a solution to approve the startup plan on both accounts temporarily during the migration process.']"
28,Troubleshoot LangGraph Platform production deployment and infrastructure issues,"Users encountered various technical issues with their LangGraph Platform production deployments, including scaling limits, container resource allocation, connectivity problems, and infrastructure configuration challenges. They also experienced operational difficulties such as health check failures, manual redeployment requirements, database connection issues, and needed assistance with deployment automation, pull request reviews, and missing usage data retrieval.",25,25,,"['help with a technical issue where clicking the ""Get started"" button on their onboarding page was not working properly. The issue was eventually resolved after troubleshooting authentication problems and configuring service routing for their self-hosted deployment.', ""help them with missing usage data for their production environment from a specific date range, which they need to complete cost estimation under new pricing. They are following up on an earlier inquiry that hadn't received updates and need assistance retrieving nodes executed data and understanding why this information isn't showing up in their dashboard."", 'help them with their LangGraph Cloud deployment issues, specifically ASGI errors that occurred during cloud deployment despite the application working locally, followed by a question about disabling or masking logging for sensitive data in cloud deployments.']"
29,Process refunds for accidental LangSmith subscription charges,"Users requested refunds for subscription charges that were accidental, unintended, or occurred after immediate cancellation without service usage. The support team consistently processed these refund requests as one-time courtesy refunds while confirming subscription cancellations to prevent future charges.",16,16,,"['provide a refund for their subscription payment after cancelling their unused service, having forgotten to unsubscribe after testing. The support team approved a one-time courtesy refund for two billing cycles due to no usage activity.', 'provide a refund for an unexpected charge that occurred after they believed their plan was canceled. The support team processed the refund and confirmed the plan cancellation.', ""provide a refund for their subscription due to technical issues with the console functionality that prevented effective use of the platform. The support team processed the refund and requested feedback about the platform's shortcomings for improvement purposes.""]"
30,Resolve LangChain and LangSmith filtering and search functionality issues,"Users encountered various filtering and search functionality limitations across LangChain and LangSmith components, including issues with nested metadata filtering, array field filtering, and pagination conflicts during dataset searches. They also experienced technical problems with PGVector PostgreSQL integration, configurable field passing in ensemble retrievers, and data type inconsistencies in UI filtering displays.",13,13,,"[""provide more complex filtering capabilities for the LangGraph store, specifically the ability to filter records that contain a value within an array field or don't have that key at all. The support agent acknowledged this as a feature request that could be added to future development plans."", 'help them with filtering by nested metadata keys in the LangChain Python library, specifically trying to filter by document.documentID which was not returning results. The support agent confirmed this is a current limitation as only top-level metadata fields are supported for filtering.', 'provide information about the LangChain Elasticsearch vector store API documentation, specifically regarding the SparseVectorStrategy class.']"
31,Configure API authentication and external service integrations,"Users requested help with API key management, authentication configuration, and external service integrations across the LangChain ecosystem. They sought assistance with topics including API key persistence in LangSmith Playground, service API key permissions, authentication issues with GCP OAuth tokens on LangGraph Platform, and configuring connections to external databases and model providers.",20,20,,"[""provide a solution for connecting Azure AI Foundry to LangSmith in a smoother way, ideally with a dedicated model provider, and to enable connection of Google Gemini models with custom specification URLs for their company's secure model access requirements."", 'help resolve an API key authentication error with their Open Agent server when trying to access MCP (Model Context Protocol) tools, specifically seeking guidance on how to configure the system to use their API key or find alternative public MCP endpoints.', 'help them connect their deployed agent on the platform to their restricted-access database by obtaining IP addresses for whitelisting purposes. The support team provided a documentation link containing the necessary IP addresses for network configuration.']"
32,Resolve LangSmith billing and subscription management issues,"Users encountered various billing-related issues tied to account management features like user invites, subscription transfers, plan changes, and organizational access controls within the LangSmith platform. The support team assisted with resolving payment errors, processing refunds, migrating between billing plans, managing user permissions, and transferring subscriptions between different organizational accounts while addressing platform access issues.",30,30,,"[""help with downgrading from a Plus plan to a Developer plan and resolving billing issues when they couldn't access the platform or select the desired plan. The support interaction involved providing account credits, processing refunds, and helping the user temporarily regain access to export their traces before creating a new organization."", 'clarify the beta status of the platform, cancel their subscription, and request refunds for unexpected charges, which led to multiple billing issues and ultimately revealed that upgraded plans cannot be downgraded back to the free developer tier. The support interaction involved confusion between different product pricing, repeated unwanted charges, refund processing, and access issues when trying to return to the free plan.', 'provide a billing-only access role that would not consume a developer seat on their account. The support team discovered the user was on a startup plan rather than enterprise, and billing-only seats are not available for self-service plans.']"
33,Resolve LangGraph Studio UI bugs and development environment errors,"Users reported various technical bugs and errors occurring within LangGraph Studio's user interface and local development environment. These issues included UI loading failures, JavaScript errors during graph execution, authentication problems, output display inconsistencies, and API connectivity errors that prevented proper functionality of the Studio development tool.",16,16,,"['help with displaying output on local LangGraph Studio, as they can see results on the cloud version but not locally despite having no errors.', 'help with a LangGraph platform error that occurred when trying to open traces from root runs, specifically a ""Cannot read properties of undefined"" JavaScript error. The support team quickly deployed a fix that resolved the trace viewing issue.', 'help troubleshoot two technical issues with LangGraph Studio: a browser error when switching tabs that shows ""Cannot read properties of undefined (reading \'trim\')"" and a macOS desktop app authentication failure showing ""Failed to connect to LangGraph Server"". The user ultimately resolved the browser issue by clearing the cache folder after discovering it was caused by calling a deleted graph.']"
34,Provide technical guidance on LangGraph implementation patterns and LangChain integrations,"Users requested technical guidance on implementing LangGraph features including streaming mechanisms, SPARQL query orchestration, transcript management, asynchronous node execution, subgraph navigation, and dynamic project configuration. They also sought support for UI integration with Next.js applications, generative UI bundling issues, and documentation for LangChain's Elasticsearch integration capabilities.",41,41,,"['share a success story about using LangGraph in production for biological data workflows, not to request technical support or assistance.', 'help them understand how to use LangGraph with pyMDP, providing links to a research paper and video tutorial on the topic.', ""help them understand the behavior of the Command class's goto property in LangGraph's createReactAgent, specifically why returning goto: END from a tool doesn't terminate the graph execution as expected. The user needed clarification on how Command works with existing graph edges and learned that Command adds edges rather than overriding them.""]"
35,Analyze suspected spam and phishing email security threats,Users repeatedly requested analysis and categorization of suspected spam or phishing messages that appeared to be fraudulent document signing requests impersonating legitimate companies. These requests were not related to any LangChain or LangSmith technical support needs and were properly classified as spam inquiries requiring security assessment rather than platform assistance.,25,25,,"['categorize and analyze a potential spam or phishing message that was incorrectly sent to a support system, where the support team appropriately declined to process an unrelated document signing request for security reasons.', 'analyze a potential spam or phishing message. This is a spam-related inquiry as the message appears to be a suspicious document signing request with a potentially malicious link.', 'analyze a potential spam or phishing message. This is a spam-related inquiry as the message appears to be a fraudulent document signing request unrelated to technical support services.']"
36,Categorize spam and phishing content unrelated to LangChain services,"Users submitted requests to analyze and categorize various types of spam content including phishing emails, unsolicited business proposals, marketing messages, and other fraudulent communications that were unrelated to LangChain or LangSmith technical support. The support team correctly identified these submissions as spam or irrelevant content that should be categorized under ""Other Support - Spam"" rather than legitimate technical support requests.",37,37,,"['categorize a spam message in Chinese about breakfast tips. This is a spam categorization request, not a LangChain/LangSmith support request.', 'analyze a potential spam or phishing email. This is a spam-related inquiry as the user is asking for help identifying fraudulent domain renewal notices rather than seeking technical support for LangChain or LangSmith products.', 'categorize a spam or irrelevant message they received, which appears to be an automated notification about completing tasks for a company on a platform called Zip, unrelated to LangChain/LangSmith support.']"
37,Process LangSmith subscription cancellations and billing refunds,"Users requested to cancel their LangSmith subscriptions and receive refunds for charges they considered unwarranted, often citing non-usage, technical issues, or billing problems. The support team processed these subscription cancellations and issued refunds while also providing assistance with account deletion and addressing billing discrepancies.",46,46,,"[""cancel their subscription to a service and to ensure they don't get billed for an additional month after cancellation, as they no longer need the service for their current work situation."", 'explain why they were still being charged after canceling their subscription. The support team resolved the issue by explaining it was due to a billing provider error with prorated seat charges and voided the problematic charge.', 'cancel their subscription effective 2/28/2025 due to a cancelled credit card and internal company restructuring. The support agent confirmed the cancellation request and updated the subscription status accordingly.']"
38,Provide compliance agreements for LangSmith and LangGraph services,"Users requested Data Processing Agreements (DPAs) and Business Associate Agreements (BAAs) from LangSmith/LangGraph support teams to meet GDPR, HIPAA, and other regulatory compliance requirements for their organizations. The support team consistently provided pre-signed DPA forms through electronic signing platforms and explained that BAAs require Enterprise Plan subscriptions with minimum annual spend commitments.",18,18,,"['obtain a Business Associate Agreement (BAA) for HIPAA compliance purposes for their product launch, which required escalation to enterprise sales and ultimately resulted in an exception being made to provide the BAA at their current tier level.', 'obtain a Business Associate Agreement (BAA) for their account to enable HIPAA-compliant use of the platform in production for their healthtech startup. The user is seeking to negotiate the minimum $25K annual commitment requirement that was initially quoted for enterprise-level compliance agreements.', 'provide a Business Associate Agreement (BAA) and Data Processing Agreement (DPA) for compliance review to ensure proper data protection and regulatory alignment with HIPAA, GDPR, and other applicable privacy regulations.']"
