cluster_id,name,description,size,total_size,member_clusters,sample_summaries
10,Increase LangGraph platform deployment quota limits,"Users requested increases to their LangGraph platform deployment quotas to support multiple environments such as staging, production, and development. Support agents typically resolved these requests by increasing deployment limits from 1 to 5 deployments and provided guidance on deployment migration processes when needed.",19,19,,"[""add a second deployment to their organization's account for their application, so they can freeze their current production version while continuing development on an improved version. The support team successfully fulfilled this request by adding another deployment to bring their total count to 2."", 'increase their deployment quota from 1 to 2 for the cloud platform. They want to test migrating their current deployment from another cloud provider to the platform and need additional quota capacity for comparison testing.', 'provide an additional cloud deployment for their production environment to separate it from their development environment. The request was successfully fulfilled by increasing their deployment limit to 5 deployments.']"
11,Manage LangSmith trace retention policies and storage optimization,"Users encountered various issues with LangSmith data retention policies and trace storage management, including problems with automatic deletion not working as expected, disk space not being reclaimed after deletions, and confusion about retention settings across different plan tiers. They also sought guidance on managing trace upgrade costs, understanding trace limits per plan, and configuring retention periods for both cloud and self-hosted LangSmith instances.",10,10,,"[""help reduce storage usage in their database by deleting old trace data, but the deletion operations weren't freeing up disk space as expected due to database optimization issues. The support team helped troubleshoot the problem by identifying that deleted data parts needed to be manually dropped to actually reclaim storage space."", 'provide information about trace retention policies after upgrading from Base to Extended plan, specifically whether existing traces receive extended retention and if the 400-day limit can be increased.', 'get help with a data retention issue in LangSmith where old traces from February were not being automatically deleted despite setting the project retention policy to 14 days. The support team ultimately recommended creating a new project with proper retention settings and deleting the old project, though this solution would result in losing 14 days of recent trace history.']"
12,Handle unsolicited business and marketing spam inquiries,"Users submitted various unsolicited business proposals and marketing inquiries to LangChain support, including offers for plugin marketplace acquisitions, mobile app development services, architectural diagram tools, tutorial contributions, social media promotion, investment opportunities, and funding partnerships. The support team appropriately categorized these non-technical communications as spam since they were marketing solicitations rather than legitimate technical support requests for LangChain, LangSmith, or LangGraph products.",8,8,,"[""consider acquiring a plugin they developed for the marketplace that automates API creation and development processes. This is categorized as spam since it's an unsolicited business proposal unrelated to technical support."", 'provide a response to a spam inquiry about mobile app development services.', 'provide a response to a spam inquiry about mobile app development services. The user is asking the assistant to categorize this as a spam support interaction rather than a legitimate technical support request.']"
13,Process LangSmith organization account deletion under GDPR rights,Users requested to delete their LangSmith organization accounts and associated data under GDPR data deletion rights after leaving companies or migrating to new email addresses. The support team processed these administrative data deletion requests by providing confirmation procedures and completing the account removal processes.,36,36,,"['delete their account and organization under GDPR data subject access rights. The support team confirmed the deletion request and completed the data removal process.', 'delete their organization account and associated data under GDPR data deletion rights. The support team confirmed deletion of one organization and identified a second organization that may also need deletion.', 'delete their organization account under GDPR data deletion rights. The user confirmed their request to proceed with the account deletion after receiving a confirmation email from the support team.']"
14,Provide support conversation analysis and LangChain component integration guidance,"Users requested assistance with understanding and categorizing various support conversation summaries and system integration tasks across the LangChain ecosystem. The requests included help with custom model integration using BaseChatModel, LangMem service access for personalization, LangSmith dashboard errors, assistant configuration management, and A/B annotation system setup.",29,29,,"['help them integrate their custom trained model (based on a base model) with the framework for text classification of request types, specifically asking about using BaseChatModel and seeking clarification on the correct implementation approach.', ""understand why updating an assistant's configuration doesn't automatically apply to existing threads, and how to ensure new configurations are used in ongoing conversations. The support team explained the configuration precedence hierarchy and provided guidance on updating configurations at runtime versus the assistant level."", ""provide information about the assistant's capabilities and limitations.""]"
15,Configure LangGraph platform cloud integrations and workspace settings,"Users encountered various LangGraph platform deployment configuration challenges related to cloud service integrations, requiring support for AWS and Google Cloud authentication setups, S3 connectivity, and workspace-level credential management. The requests also included infrastructure needs like custom domain support, service account configurations, timeout handling for long-running nodes, and administrative tasks such as email address updates for platform seats.",8,8,,"['provide information about using a custom domain for LangGraph Cloud. The support team confirmed this feature is not currently supported and is not on the roadmap, but noted the request for future consideration.', 'help with an issue related to AWS PodIdentityAssociation configuration in the LangSmith SDK, specifically involving cluster setup with role ARN and service account configuration.', 'help with LangGraph platform deployment and AWS S3 connection. The user needs guidance on how to whitelist instance IP addresses or establish a secure connection between their deployed LangGraph agent and an AWS S3 bucket for file parsing.']"
16,Increase LangGraph platform deployment quotas and workspace limits,"Users requested increases to their LangGraph platform deployment quotas to support various development needs including multi-agent systems, business intelligence platforms, and testing environments. Additional requests included workspace limit increases for regulatory compliance, guidance on environment variable updates, and inquiries about AI agent creation features and predefined assistant configurations.",22,22,,"['increase their deployment quota for the platform so they can experiment with more open source agents and accelerate their learning process. The support team successfully increased their deployment limit to 5 deployments.', 'get access to cron job scheduling features for their agent application, which is currently restricted to the Plus tier, while they are on the startup program and want to test locally rather than using cloud deployment.', 'increase the number of available LangGraph deployments and to connect with the team about enterprise options and the startup program for their AI use cases and offline agent flows.']"
17,Address LangSmith Prompt Hub and Playground feature requests,"Users submitted multiple feature requests and bug reports related to LangSmith Prompt Hub and Playground functionality, including async SDK methods, webhook notifications for prompt changes, UI permission transparency, and workspace management capabilities. The requests also covered prompt diff viewing, structured prompt inconsistencies, input example saving, and cross-workspace Personal Access Token functionality.",31,31,,"['provide guidance on prompt engineering across different LLM providers and information about DSPy integration with LangChain, along with scheduling a follow-up discussion about prompt optimization features in the playground.', 'provide information about the availability of an async version of the pull_prompt() method in the LangSmith SDK, as their team needs asynchronous prompt management capabilities for their LLM application integration. The support team confirmed this feature is not currently supported but filed an internal ticket to add async client methods in a future release.', 'provide positive feedback about the memory interrupts feature, expressing satisfaction with this functionality.']"
18,Provide LangChain enterprise pricing information and cost estimates,"Users requested comprehensive pricing information and cost estimates for various LangChain/LangSmith/LangGraph enterprise deployments, volume discounts, and commercial licensing options to support their budgeting, procurement, and business planning processes. They sought detailed breakdowns of pricing structures including per-node execution costs, standby minutes, seat pricing, and enterprise plan minimums for high-volume production deployments and multi-user scenarios.",28,28,,"['clarify the pricing display on the Models page in Workspaces, specifically asking whether the prices shown are for reference only and confirming that billing occurs directly with model providers rather than through the platform.', 'discuss the enterprise plan pricing and schedule a sales call. After initial communication difficulties, the sales team successfully connected with the user via SMS to arrange the meeting.', 'provide clarification on pricing structures for various products, data security and compliance information, and specific details about using the studio tool with open source implementations. The support interaction involved multiple questions about enterprise pricing, data handling policies, and whether certain tools could be used independently without platform dependencies.']"
19,Promote community projects and establish collaboration partnerships,"Users requested the LangChain team to promote their open-source projects built with LangGraph and LangSmith through social media channels and internal showcases to increase visibility and reach within the developer community. They also sought opportunities to contribute their projects to the LangChain ecosystem, provide feedback on existing examples, and explore creator/ambassador collaboration programs for content promotion.",9,9,,"['feature their open-source project built on LangGraph across social media channels to increase its reach and visibility among developers.', 'participate in an internal demo/showcase of how they are using LangSmith, asking for someone from the LangChain team to join for 10-15 minutes to discuss roadmap and features to boost awareness and enable more usage within their organization.', 'share a blog post about running evaluations with LangSmith, which the LangChain team agreed to promote on social media the following day.']"
20,Handle LangSmith enterprise documentation and legal agreement requests,"Users submitted various business and legal documentation requests to LangSmith support, including NDAs, DPAs, ISO certificates, and contractual agreements as part of their organizational compliance and vendor approval processes. These requests typically required escalation to enterprise sales teams or direction to self-service resources, as most formal documentation signing was reserved for enterprise-tier customers with minimum annual commitments.",9,9,,"[""provide a signed Non-Disclosure Agreement (NDA) and Data Processing Agreement (DPA) as part of their security due diligence process for using the product. The support team provided a pre-signed DPA option but clarified they don't sign custom NDAs or Terms of Service documents with self-serve customers."", 'make a private channel public so that their organization can access it. The request was successfully resolved after some back-and-forth about channel visibility settings.', 'provide phone verification of banking information for account setup, as their company policy requires verbal confirmation of financial details before processing payment forms.']"
21,Resolve LangSmith billing disputes and account administration issues,"Users contacted support about various billing, administrative, authentication, and account management issues within the LangSmith platform. The requests included disputes over unexpected charges for extended data retention and Team plan pricing, login issues affecting organizations, workspace deletions, and general account setup and cancellation assistance.",14,14,,"['provide a summary of the conversation.', 'provide a summary of the conversation. The conversation is about a user reporting a bug where cache_creation token counts are not displayed in the LangSmith popover/tooltip, despite being present in the API response metadata when using a bedrock model with caching functionality.', ""provide a summary of the user's support request from the conversation. The user disputed an unexpected $20,000 billing charge for LangSmith traces and extended data retention, which was 100x higher than their typical monthly invoice, and requested immediate investigation and resolution of what appeared to be charges for failed API calls.""]"
22,Resolve LangSmith trace ingestion and visibility issues,"Users experienced various issues with LangSmith trace ingestion and visibility, including missing traces, incomplete trace data, truncated content, and orphaned traces that weren't properly showing up in the dashboard. The problems were often resolved by implementing proper trace flushing techniques like wait_for_all_tracers(), addressing storage limitations, handling large payload issues, and fixing backend infrastructure problems.",37,37,,"['help with LangSmith tracing issues where 20-40% of traces were not being submitted to the platform in their production FastAPI environment, despite no error messages appearing in logs. The support team helped diagnose the issue and provided solutions including updating the SDK version and implementing the wait_for_all_tracers() method, plus guidance on programmatic monitoring of trace submissions.', ""help with missing traces in their LangSmith application, where no traces are appearing for runs made that day, and they're experiencing issues with version 0.9.5 after rolling back from a newer version."", 'help with LangSmith tracing issues where the final node in their LangGraph pipeline appears as incomplete in traces, even though the application functions correctly and generates proper responses. The support team provided a solution involving calling wait_for_all_tracers() before program termination to prevent serverless runtime from killing the process before traces are fully uploaded.']"
23,Handle unsolicited SEO and guest posting spam inquiries,"Users received multiple unsolicited marketing emails offering SEO services, guest posting opportunities, and link placement services that were unrelated to LangChain technical support. Support staff categorized these commercial outreach attempts as spam and declined the marketing proposals while requesting no further contact.",47,47,,"[""inquire about linking opportunities and SEO link exchanges with the website, which falls under the spam category as it's an unsolicited marketing inquiry unrelated to technical support."", ""accept guest author content submissions for their website, proposing several technical topics related to software development and cloud computing. This is categorized as spam since it's an unsolicited marketing inquiry unrelated to technical support."", 'provide SEO and promotional services to help improve website ranking on search engines. This is spam/unsolicited marketing and not a legitimate technical support request.']"
24,Provide LangGraph Platform and LangSmith deployment pricing and enterprise consultation,"Users requested comprehensive information about LangGraph Platform and LangSmith deployment options, pricing models, and licensing requirements for various infrastructure configurations including self-hosted, BYOC, and multi-region setups. The requests focused on understanding enterprise subscription options, deployment architecture guidance, resource allocation recommendations, and sales contact information for corporate implementations.",29,29,,"['provide help with their LangChain development environment setup or configuration issues.', 'provide assistance with deploying BYOC (Bring Your Own Cloud) and self-hosted LangSmith with managed ClickHouse, with specific team members assigned to work on the implementation to get it live as soon as possible.', 'provide information about the pricing and deployment options for the LangGraph platform, specifically asking whether multiple agents can be deployed under a single deployment or if separate deployments are required for each agent type given their low-usage scenario.']"
25,Handle unsolicited marketing spam unrelated to LangChain services,"Users received multiple unsolicited marketing emails offering various services including SEO, guest posting, app development, legal services, affiliate programs, domain sales, and other business opportunities unrelated to LangChain ecosystem support. The support team identified these communications as spam and recommended closing the tickets without response as they contained no legitimate technical support requests for LangChain OSS, LangSmith, or LangGraph services.",39,39,,"['provide a follow-up response to a previous email inquiry that was not answered. This appears to be spam or a non-technical inquiry unrelated to LangChain/LangSmith support.', 'handle a spam email offering petroleum products, which is unrelated to LangChain/LangSmith support and should be closed without response.', 'respond to a spam email about global trademark services for startups. This is not a LangChain/LangSmith support request but rather an unsolicited marketing email that should be categorized as spam.']"
26,Resolve LangChain runtime errors and LangSmith API connectivity issues,"Users requested support for various API connectivity issues, execution errors, and runtime problems affecting their LangChain applications and LangSmith platform operations. The requests focused on resolving 503 service errors, infinite loops with recursion limits, tool execution failures, validation errors, and connection timeouts that were disrupting their production workflows and agent deployments.",16,16,,"['help resolve ""Too Many Requests"" errors they are encountering when using the API to extract data from runs, specifically when calling the list_runs method with delta records filtering.', 'help resolve recurring 503 Service Temporarily Unavailable errors with LangSmith Run Ingestion that are completely halting their production AI workflows and LangGraph-based agents. The user is seeking clarification on whether this is a known service issue, rate limiting problems, or backend instabilities, and requesting guidance on retry strategies while their production system remains affected.', 'help them with a LangSmith Playground validation error that prevented tool calls from running, which was caused by AIMessageChunk objects being passed instead of AIMessage objects when using AgentExecutor with streaming enabled by default.']"
27,Migrate LangSmith and LangGraph accounts from US to EU regions,"Users requested assistance with migrating their LangSmith and LangGraph platform accounts from the US data region to the EU data region for compliance and data residency requirements. Support teams provided step-by-step migration processes involving account creation, data export/import, subscription transfers, deployment quota adjustments, and billing transitions since direct regional migration wasn't supported.",18,18,,"['update their account to the startup plan on the EU tenant after migrating from a non-EU tenant, as previously discussed with another support representative. The support agent made an adjustment and provided a form link, which successfully resolved the billing plan upgrade request.', 'help them migrate their organization and users from the US data region to the EU data region, including transferring their paid subscription credits to the new EU account.', 'help them migrate their LangSmith account from the US region to the EU region while maintaining their startup plan discount and ensuring no service interruption for their current clients. The support team worked out a solution to approve the startup plan on both accounts temporarily during the migration process.']"
28,Troubleshoot LangGraph Platform production stability and performance issues,"Users experienced various production stability and performance issues with their LangGraph Platform deployments, including service outages, stuck threads, health check failures, and deployment unavailability that required manual intervention or redeployment. They also sought guidance on scaling capabilities, traffic preparation, profiling tools for latency diagnosis, billing transparency, and troubleshooting access issues with studio and production environments.",25,25,,"['help with a technical issue where clicking the ""Get started"" button on their onboarding page was not working properly. The issue was eventually resolved after troubleshooting authentication problems and configuring service routing for their self-hosted deployment.', ""help them with missing usage data for their production environment from a specific date range, which they need to complete cost estimation under new pricing. They are following up on an earlier inquiry that hadn't received updates and need assistance retrieving nodes executed data and understanding why this information isn't showing up in their dashboard."", 'help them with their LangGraph Cloud deployment issues, specifically ASGI errors that occurred during cloud deployment despite the application working locally, followed by a question about disabling or masking logging for sensitive data in cloud deployments.']"
29,Process LangSmith subscription refunds for accidental charges,"Users requested refunds for LangSmith subscription charges that were incurred accidentally, immediately after unintended sign-ups, or due to forgotten cancellations without service usage. The support team consistently processed one-time courtesy refunds and confirmed subscription cancellations to resolve these billing issues.",16,16,,"['provide a refund for their subscription payment after cancelling their unused service, having forgotten to unsubscribe after testing. The support team approved a one-time courtesy refund for two billing cycles due to no usage activity.', 'provide a refund for an unexpected charge that occurred after they believed their plan was canceled. The support team processed the refund and confirmed the plan cancellation.', ""provide a refund for their subscription due to technical issues with the console functionality that prevented effective use of the platform. The support team processed the refund and requested feedback about the platform's shortcomings for improvement purposes.""]"
30,Resolve filtering and search functionality limitations across LangChain ecosystem,"Users requested help with various filtering and search limitations across LangChain and LangSmith components, including issues with nested metadata filtering, array field filtering in LangGraph store, and UI bugs in experiment grouping and dataset search functionality. These requests involved both feature requests for enhanced filtering capabilities and troubleshooting existing filtering problems in Python SDK, vector stores, and web interfaces.",13,13,,"[""provide more complex filtering capabilities for the LangGraph store, specifically the ability to filter records that contain a value within an array field or don't have that key at all. The support agent acknowledged this as a feature request that could be added to future development plans."", 'help them with filtering by nested metadata keys in the LangChain Python library, specifically trying to filter by document.documentID which was not returning results. The support agent confirmed this is a current limitation as only top-level metadata fields are supported for filtering.', 'provide information about the LangChain Elasticsearch vector store API documentation, specifically regarding the SparseVectorStrategy class.']"
31,Resolve LangChain API authentication and service integration issues,"Users requested support for various authentication and API integration challenges across LangChain ecosystem components, including obtaining API keys, configuring authentication for deployed agents, and resolving token-based access issues with external services. The requests also involved guidance on connecting deployed applications to databases and third-party services, understanding API key permissions and capabilities, and troubleshooting authentication errors in production environments.",20,20,,"[""provide a solution for connecting Azure AI Foundry to LangSmith in a smoother way, ideally with a dedicated model provider, and to enable connection of Google Gemini models with custom specification URLs for their company's secure model access requirements."", 'help resolve an API key authentication error with their Open Agent server when trying to access MCP (Model Context Protocol) tools, specifically seeking guidance on how to configure the system to use their API key or find alternative public MCP endpoints.', 'help them connect their deployed agent on the platform to their restricted-access database by obtaining IP addresses for whitelisting purposes. The support team provided a documentation link containing the necessary IP addresses for network configuration.']"
32,Resolve LangSmith billing and subscription management issues,"Users requested assistance with LangSmith billing and subscription management issues, including plan upgrades, downgrades, payment errors, and account access problems. Support teams helped resolve various administrative challenges such as disabled upgrade buttons, subscription cancellations, refund processing, and payment method configuration errors.",30,30,,"[""help with downgrading from a Plus plan to a Developer plan and resolving billing issues when they couldn't access the platform or select the desired plan. The support interaction involved providing account credits, processing refunds, and helping the user temporarily regain access to export their traces before creating a new organization."", 'clarify the beta status of the platform, cancel their subscription, and request refunds for unexpected charges, which led to multiple billing issues and ultimately revealed that upgraded plans cannot be downgraded back to the free developer tier. The support interaction involved confusion between different product pricing, repeated unwanted charges, refund processing, and access issues when trying to return to the free plan.', 'provide a billing-only access role that would not consume a developer seat on their account. The support team discovered the user was on a startup plan rather than enterprise, and billing-only seats are not available for self-service plans.']"
33,Debug LangGraph Studio UI bugs and Platform integration errors,"Users reported multiple technical bugs and errors in LangGraph Studio's UI and core functionality, including authentication header issues, browser compatibility problems, graph loading failures, and JavaScript errors. The support requests also covered LangGraph Platform runtime errors, API inconsistencies with assistant search, and various integration issues between Studio and Platform environments.",16,16,,"['help with displaying output on local LangGraph Studio, as they can see results on the cloud version but not locally despite having no errors.', 'help with a LangGraph platform error that occurred when trying to open traces from root runs, specifically a ""Cannot read properties of undefined"" JavaScript error. The support team quickly deployed a fix that resolved the trace viewing issue.', 'help troubleshoot two technical issues with LangGraph Studio: a browser error when switching tabs that shows ""Cannot read properties of undefined (reading \'trim\')"" and a macOS desktop app authentication failure showing ""Failed to connect to LangGraph Server"". The user ultimately resolved the browser issue by clearing the cache folder after discovering it was caused by calling a deleted graph.']"
34,Provide LangGraph feature implementation guidance and integration support,"Users submitted multiple requests for guidance on implementing specific LangGraph features and integrations, including questions about ELSER integration with ElasticsearchStore, double texting protection, node navigation in subgraphs, Command class behavior, transcript management, and memory saver implementations. They also sought information about LangGraph licensing terms, platform capabilities, streaming mechanisms, UI integration options, and configuration settings for dynamic project naming.",41,41,,"['share a success story about using LangGraph in production for biological data workflows, not to request technical support or assistance.', 'help them understand how to use LangGraph with pyMDP, providing links to a research paper and video tutorial on the topic.', ""help them understand the behavior of the Command class's goto property in LangGraph's createReactAgent, specifically why returning goto: END from a tool doesn't terminate the graph execution as expected. The user needed clarification on how Command works with existing graph edges and learned that Command adds edges rather than overriding them.""]"
35,Filter spam and phishing messages from legitimate support requests,"Users submitted spam or phishing messages to LangChain support for analysis and verification rather than submitting legitimate technical support requests. These requests involved fraudulent document signing attempts, billing scams, and other suspicious communications unrelated to LangChain ecosystem services.",25,25,,"['categorize and analyze a potential spam or phishing message that was incorrectly sent to a support system, where the support team appropriately declined to process an unrelated document signing request for security reasons.', 'analyze a potential spam or phishing message. This is a spam-related inquiry as the message appears to be a suspicious document signing request with a potentially malicious link.', 'analyze a potential spam or phishing message. This is a spam-related inquiry as the message appears to be a fraudulent document signing request unrelated to technical support services.']"
36,Categorize spam and unsolicited non-technical inquiries,"Users repeatedly requested assistance with categorizing various unsolicited messages and emails that were unrelated to LangChain/LangSmith services, including business proposals, marketing content, and potential phishing attempts. The support team consistently identified these inquiries as spam and provided guidance on proper categorization and handling of non-technical requests that fall outside the LangChain ecosystem.",37,37,,"['categorize a spam message in Chinese about breakfast tips. This is a spam categorization request, not a LangChain/LangSmith support request.', 'analyze a potential spam or phishing email. This is a spam-related inquiry as the user is asking for help identifying fraudulent domain renewal notices rather than seeking technical support for LangChain or LangSmith products.', 'categorize a spam or irrelevant message they received, which appears to be an automated notification about completing tasks for a company on a platform called Zip, unrelated to LangChain/LangSmith support.']"
37,Resolve LangSmith subscription cancellation and billing management issues,"Users encountered difficulties managing their LangSmith subscription billing and cancellation processes, including understanding unexpected charges, locating cancellation options across different account types, and resolving issues with recurring payments. Support agents consistently helped users cancel subscriptions, process refunds for unused services, remove billing information, and clarify prorated charges and billing cycles.",46,46,,"[""cancel their subscription to a service and to ensure they don't get billed for an additional month after cancellation, as they no longer need the service for their current work situation."", 'explain why they were still being charged after canceling their subscription. The support team resolved the issue by explaining it was due to a billing provider error with prorated seat charges and voided the problematic charge.', 'cancel their subscription effective 2/28/2025 due to a cancelled credit card and internal company restructuring. The support agent confirmed the cancellation request and updated the subscription status accordingly.']"
38,Provide LangSmith compliance agreements for HIPAA and GDPR requirements,"Users requested Business Associate Agreements (BAA) and Data Processing Agreements (DPA) from LangSmith support to meet HIPAA, GDPR, and other regulatory compliance requirements for their organizations. The support team consistently provided pre-signed DPA forms through DocuSign links and explained that BAAs require Enterprise Plan subscriptions with minimum annual commitments.",18,18,,"['obtain a Business Associate Agreement (BAA) for HIPAA compliance purposes for their product launch, which required escalation to enterprise sales and ultimately resulted in an exception being made to provide the BAA at their current tier level.', 'obtain a Business Associate Agreement (BAA) for their account to enable HIPAA-compliant use of the platform in production for their healthtech startup. The user is seeking to negotiate the minimum $25K annual commitment requirement that was initially quoted for enterprise-level compliance agreements.', 'provide a Business Associate Agreement (BAA) and Data Processing Agreement (DPA) for compliance review to ensure proper data protection and regulatory alignment with HIPAA, GDPR, and other applicable privacy regulations.']"
