example_id,summary,base_cluster_id,base_cluster_name,base_cluster_description
0214b16a-1c2f-4fff-845d-4a6cb88ba43c,,1,Process empty LangChain support request cluster,"No specific LangChain or LangSmith support requests were provided in the input, as the answers section appears to be empty. Without actual support tickets to analyze, it's not possible to identify technical issues, component-specific problems, or user needs related to the LangChain ecosystem."
023e0f5e-3115-4744-a157-45730982c515,,1,Process empty LangChain support request cluster,"No specific LangChain or LangSmith support requests were provided in the input, as the answers section appears to be empty. Without actual support tickets to analyze, it's not possible to identify technical issues, component-specific problems, or user needs related to the LangChain ecosystem."
0273bd54-16c7-4ce5-b991-c1528cadcf95,"The customer inquired about adding scores and comments to AutoEvaluators in the UI for better experiment result reviews. The support rep confirmed this feature is not currently available but is being worked on and will be released soon, and also clarified that the customer typically maps one evaluator to one feedback score and comment.",115,Enhance LangSmith evaluation UI and annotation workflow features,"Customers requested various enhancements to LangSmith's evaluation interface, including adding scores and comments to AutoEvaluators, displaying evaluation reasoning in comparison views, and improving annotation queue workflows. The support team implemented several UI improvements based on this feedback, including better comment visibility, note field enhancements, and fixes for saved prompts and few-shot examples in evaluators."
027b89ca-2828-4b87-815b-ef1c393028c9,"The customer inquired about the status of the new Control Plane (pull mode) and sought clarification on a specific parameter, N_JOBS_PER_WORKER. The support representative confirmed the parameter and provided documentation on tuning deployments and enabling asyncio debug mode for troubleshooting.",21,Resolve LangGraph Platform deployment technical issues and errors,"Users encountered various technical deployment issues with LangGraph Platform including server crashes, 400 API errors, environment variable conflicts, and deployment deletion problems that required support intervention. Support representatives resolved these technical problems through fixes, troubleshooting guidance, and platform configuration adjustments while also providing clarification on deployment features and pricing tiers."
02a70f1d-d9e4-4f62-ba2c-035ee281f867,"The customer inquired about maintaining context across chatbot interactions using LangSmith, specifically to persist tool outputs for subsequent use. The support team explained that this can be achieved using the LangSmith SDK with the @traceable decorator and provided a code example to manage and update context between function calls.",23,Resolve LangChain OSS integration and compatibility issues,"Customers encountered various integration challenges when using LangChain OSS components with different model providers, SDK features, and third-party services, requiring technical guidance and code examples. Support representatives provided implementation assistance, feature updates, documentation improvements, and workarounds to resolve compatibility issues across the LangChain ecosystem."
02ace445-a1a9-4997-b31c-b201beeb2e34,"The customer reported an issue configuring a Supabase Edge Function with LangChain on Deno, encountering a LangSmith error. The support rep suggested updating to the latest version of LangChain to resolve the issue.",71,Resolve LangChain ecosystem technical issues and access problems,"Users experienced various technical issues across LangChain ecosystem services including authentication failures, deployment errors, and application crashes affecting LangSmith web interface, LangGraph platform deployments, and local development environments. Support representatives resolved these issues through troubleshooting steps like clearing browser data, fixing configuration problems, deploying patches, and providing direct assistance with account access and community invitations."
02b84b53-f287-4e24-883b-7aef57dfec09,,1,Process empty LangChain support request cluster,"No specific LangChain or LangSmith support requests were provided in the input, as the answers section appears to be empty. Without actual support tickets to analyze, it's not possible to identify technical issues, component-specific problems, or user needs related to the LangChain ecosystem."
03056fcb-cd92-4617-b2a4-726b604cf7f4,"A customer, Harikrishna Kundariya, inquired about contributing guest articles to Langchain's website, providing topic suggestions and links to previous work for consideration.",60,Facilitate LangChain community partnerships and collaboration inquiries,"Customers and community members reached out to propose various collaboration opportunities with LangChain, including content partnerships, blog contributions, meetup organization, and business partnerships. LangChain support representatives responded by either facilitating connections with appropriate team members, declining due to current priorities, or providing guidance on community engagement channels."
0327aaf5-8023-4795-aac3-8dabfdc98486,A customer inquired about making a dataset accessible across projects. The support rep confirmed that this functionality is not currently available and recommended using resource tags to organize resources across projects.,122,Enhance LangSmith dataset management and filtering capabilities,"Customers experienced limitations and requested enhancements for LangSmith dataset management functionality, including filtering capabilities, metadata handling, versioning, and organizational features. Support representatives provided workarounds for current limitations while acknowledging feature gaps in areas like nested metadata filtering, dataset-level permissions, audit trails, and cross-project accessibility."
035cd547-1f85-421c-821e-ea022358386a,"The customer requested to cancel their subscription, and the support representative confirmed the cancellation of the Startup plan subscription, ensuring no further charges unless reactivated.",11,Manage LangSmith subscription cancellations and free tier transitions,"Customers requested assistance with subscription cancellations and account management issues, including losing workspace access after canceling paid plans and inquiring about transitioning to free tiers. Support representatives resolved these issues by canceling subscriptions, restoring workspace visibility through free plan additions, and explaining the process for moving to free tier organizations."
035ea7e2-5edc-4e50-98f8-dbc6b2f8ddb9,,1,Process empty LangChain support request cluster,"No specific LangChain or LangSmith support requests were provided in the input, as the answers section appears to be empty. Without actual support tickets to analyze, it's not possible to identify technical issues, component-specific problems, or user needs related to the LangChain ecosystem."
03622e4f-378d-4229-a255-aab2ea45e4ae,"The customer requests that invoices be sent to a new email address. The support rep provides instructions on how to update the billing email address in the LangSmith UI, noting that the change will only affect future invoices and requires Organization Admin privileges.",25,Update billing information and invoice details in LangSmith,"Customers requested updates to billing information including addresses, email addresses, VAT numbers, and company names on their LangSmith invoices. Support representatives provided instructions for updating billing details in the LangSmith UI and explained limitations around modifying already-issued invoices versus updating information for future invoices."
039a7c47-9359-480d-904c-51b937b891c5,"A customer, offering AI-related .com domains (EachAgent.com, EachFlow.com, EachBrain.com, EachObject.com), reached out to inform the recipient about the availability of these domains for purchase, suggesting direct browser access for quick acquisition.",36,"Handle external partnership and business
development inquiries","Various external
parties contacted LangChain for business partnerships, marketing
collaborations, and domain-related services including webinar invitations,
domain sales, native advertising proposals, and research collaboration
requests. Most inquiries were promotional or business development related
rather than technical support requests, with some legitimate research
institutions seeking collaboration on AI projects using LangChain
technologies."
039ba79c-2492-43f3-8f5c-b8e1fe89fe2c,"A customer wants to export runs from a production project to a development project to improve based on real examples. The support rep recommends using the list runs API or the bulk export feature, which is only available to Plus or Enterprise users.",81,Enable and configure LangSmith bulk data export feature,"Customers requested
the activation and configuration of LangSmith's bulk data export feature for
their Plus or Enterprise plan accounts to transfer runs and traces from
production to development environments. Support representatives enabled the
feature, provided API documentation, resolved regional endpoint errors, and
addressed 403 authentication issues to ensure successful data exports."
03afc556-0e38-45c1-a280-0caf7d431f32,"A customer reported an Internal Server Error when attempting to configure SAML SSO. The support rep identified a bug with the character limit and advised the customer to use a metadata URL as a workaround. After obtaining the URL from their identity team, the customer applied it but still encountered a 500 error. The support rep then cleared out the existing configuration on the backend, and the customer was able to successfully configure SSO.",61,Resolve LangSmith SSO authentication configuration and integration issues,"Customers experienced various technical issues with Single Sign-On (SSO) authentication configurations in LangSmith, including SAML metadata errors, OIDC token management problems, and login session failures. Support representatives helped troubleshoot these authentication integration issues by identifying configuration bugs, providing workarounds for SSO setup, and resolving connectivity problems with identity providers."
03c95fa8-a479-4251-a233-9b2f38301a83,"A customer owning the domain RealAcct.com offered it for sale, noting that multiple companies, including the recipient, use similar names or operate in similar businesses. They provided options to contact them or purchase the domain directly through the website.",34,Filter non-LangChain commercial solicitations and spam messages,"These requests consisted entirely of non-LangChain related business inquiries, including vendor solicitations, partnership proposals, sales inquiries, and promotional offers. The messages contained no technical support needs or questions related to any LangChain ecosystem components or features."
03f840c0-57de-4b45-b279-9559a3942ab5,"The customer requested access to LangChain's Trust Center and its SOC 2 report as part of a vendor review. The support representative confirmed access was granted, and the customer acknowledged receiving it.",123,Provide LangSmith and LangGraph security compliance documentation,"Customers requested access to LangSmith and LangGraph security documentation, trust center materials, SOC 2 reports, and data processing agreements for vendor reviews and GDPR compliance purposes. Support representatives provided access to trust centers, completed security questionnaires, and addressed specific compliance requirements including data encryption, storage practices, and regulatory adherence."
040b00c6-8129-4866-b117-0a4c28d9dd17,"A customer inquired about using their own container on the Langgraph Platform and reported a failed build while trying to use psycopg2 dependencies. The support team suggested using psycopg2-binary instead, as it avoids native dependencies.",110,Resolve LangGraph Python dependency and installation configuration issues,"Customers reported various dependency management and installation issues with LangGraph Python development, including conflicts with pyproject.toml files, missing type stubs, Docker dependency problems, and package version compatibility errors. Support representatives provided guidance on using proper installation methods, updating package versions, configuring dependencies correctly, and resolving build environment issues specific to LangGraph Python projects."
041295c2-74b2-4b8b-bcda-5b63b67129a5,,1,Process empty LangChain support request cluster,"No specific LangChain or LangSmith support requests were provided in the input, as the answers section appears to be empty. Without actual support tickets to analyze, it's not possible to identify technical issues, component-specific problems, or user needs related to the LangChain ecosystem."
0438acc0-a603-4823-a5ae-e39d0f860c01,"The customer provided a list of products they offer, including various fuels and chemicals, and attached an official SCO for reference.",10,"Block spam messages and direct security
certification requests","The customers sent
spam messages offering various petroleum products, chemicals, and business
registration invitations that were unrelated to LangChain or LangSmith services.
One legitimate request involved a customer asking for ISO or SOC2 certification
documents for security review purposes, which was directed to the company's
Trust center."
0438fd0a-4c85-4ec2-9023-6ba74089b1e7,"The customer, representing PETRO MUNAI, TOO, issued a Soft Corporate Offer for various commodities, inviting the recipient to send an ICPO if the terms are acceptable.",95,Remove petroleum commodity trading spam from support channels,"Multiple customers representing petroleum companies (PETRO MUNAI, TOO and ALIN-PETRO JR SRL) repeatedly submitted identical spam messages containing Soft Corporate Offers for commodity trading that were unrelated to LangChain support. These messages requested ICPOs (Irrevocable Corporate Purchase Orders) for various fuel products and appeared to be commercial solicitations sent to LangChain's support channels."
04806025-bcb1-43f1-876e-48e5eb99c0ef,"The customer inquired about using a VPC endpoint instead of VPC peering for Langsmith-managed configuration, and the support rep confirmed that VPC endpoints are typically used. The support rep then provided the customer with links to the production and staging instances.",40,Configure LangSmith self-hosted network infrastructure and connectivity,"Customers requested assistance with configuring network infrastructure for LangSmith self-hosted deployments, including VPC endpoints, IP whitelisting, DNS resolution, and load balancer setup. Support teams provided specific configuration guidance, IP addresses, and troubleshooting steps to resolve connectivity and deployment issues in various cloud environments."
049bdfd7-ec78-4c3b-a8cc-2d5491130366,"The customer sought guidance on migrating historical data to new LangGraph deployments before the June 1 deadline. The support rep provided detailed steps for manual migration, clarified downtime requirements, and addressed concerns about deployment renaming, trace data migration, and scheduling. The migration was successfully completed with minimal downtime, and the customer confirmed the new deployment was functioning as expected. The old deployment remains available as a fallback, and the customer plans to delete it after ensuring stability.",69,Assist with LangGraph legacy infrastructure migration manual intervention,"Customer LangGraph deployments on legacy infrastructure failed to auto-migrate to new systems, requiring manual intervention to create new working revisions before June 26, 2025, to avoid permanent deletion. Support representatives provided migration guidance, addressed data retention concerns, and helped customers successfully complete the migration process with minimal downtime."
04a7711b-0c75-48c7-85d8-e4a740401b80,"The customer inquired about a ""prorated seats"" charge on their invoice, and the support rep explained it was due to a billing issue that delayed the application of prorated charges for mid-month seat additions. The rep credited the charge to the customer's next invoice.",102,Resolve LangSmith seat billing discrepancies and invoicing errors,"Customers experienced billing confusion and discrepancies with LangSmith seat charges, including issues with prorated charges, incorrect invoicing, and misunderstandings about credit applications. Support representatives resolved these issues by explaining billing calculations, processing refunds, and applying account credits to correct seat-related billing errors."
04c0e3b4-5ea9-473d-ab2a-eede587ddf7c,"The customer inquired about enabling PGvector for vector search with AsyncPostgresqlStore, noting the lack of mention in helm charts or Docker compose, and the support team confirmed that PGvector is optionally required for long-term memory store vector search.",72,Troubleshoot self-hosted LangSmith Kubernetes deployment infrastructure issues,"Customers experienced various infrastructure and configuration issues with self-hosted LangSmith deployments, including pod failures, storage problems, database connectivity issues, and scaling challenges in Kubernetes environments. Support teams provided troubleshooting guidance for cluster management, memory allocation, Redis configuration, database migrations, and deployment scaling across different versions of LangSmith."
04dd8ecf-14e7-410e-b322-0c323deeae7f,"The customer requested a cancellation, and the support rep confirmed the plan was already canceled but paused the recurring collection to prevent further charges after the customer reported an issue.",94,Resolve LangSmith and LangGraph subscription billing complications and cancellation issues,"Customers experienced various billing complications with LangSmith and LangGraph platform subscriptions, including unexpected charges, difficulty canceling subscriptions, confusion between different plan types, and accidental duplicate subscriptions across regions. Support representatives consistently resolved these issues by processing refunds, canceling unwanted subscriptions, clarifying billing confusion, and reverting accounts to appropriate plan tiers."
0500d4e7-da77-469b-8798-6e3c6fad39f4,"The customer reported a high severity issue with a missing Content-Security-Policy (CSP) header in self-hosted LangSmith, which caused blocked resources and broken page styling when 'default-src self' was added. The support team deployed a fix in helm version 0.10.7 and provided guidance on nginx configuration, but further clarification was requested regarding the customer's specific CSP requirements.",86,Resolve self-hosted LangSmith Helm deployment bugs and version issues,"Customers reported various critical issues with self-hosted LangSmith deployments including missing CSP headers, trace viewing errors, authentication problems, API failures, and configuration bugs across multiple Helm chart versions. The support team consistently identified these issues as version-specific bugs and resolved them by releasing updated Helm chart versions with fixes, requiring customers to upgrade their self-hosted deployments."
0548430d-9e0a-4b0d-a179-b13bd6d95d18,"A customer requested a feature to customize tool schemas at runtime to address edge cases with OpenAI's Responses API. They provided examples of schema issues and workarounds, and shared a GitHub discussion link for further exploration.",124,Resolve LangChain OpenAI structured output integration issues,"Customers encountered multiple issues with OpenAI's structured output functionality in LangChain, including schema visibility problems in UI/playground, caching bugs, and parsing difficulties with nested Pydantic models. Support representatives provided workarounds, acknowledged bugs, created GitHub tracking issues, and deployed fixes for problems related to `with_structured_output` method and LangSmith playground model tagging with Azure OpenAI deployments."
0580bb86-d947-4c2b-97b4-9bdad692f052,"The customer inquired about signing a DPA with LangSmith and requested amendments to the standard DPA. The support rep clarified that LangSmith only signs customer-provided DPAs and makes amendments for enterprise-tier customers, which require a minimum annual spend of $15-$20k. The customer acknowledged this and indicated plans to proceed internally.",111,Provide DPA documentation for LangSmith GDPR compliance,"Customers requested Data Processing Agreements (DPAs) for LangSmith and LangChain services to comply with GDPR, data protection regulations, and privacy requirements across various jurisdictions including the EU, Germany, and Japan. Support representatives consistently provided links to pre-signed DPAs and directed customers to the Trust Center for additional security and compliance documentation."
05c983ff-a88d-420d-a543-2da26c44512f,"LangChain does not currently expose the amount of cached tokens for OpenAI's GPT4o model, but it does for other models like Anthropic. The issue is with OpenAI not returning the cache info for GPT4o.",73,Resolve LangChain model integration caching and performance issues,"Customers inquired about implementing and troubleshooting caching and performance optimization features across various LangChain integrations, including prompt caching for AWS Bedrock and OpenAI models, hub.pull query caching, and conversation transcript management. They also reported issues with model-specific functionality like tool calling support, structured output consistency, and accessing provider-specific metadata such as AWS request IDs and OpenAI service tiers."
05d52778-0519-4189-93e5-a497c65885b9,"A customer from Vet-AI inquired about disabling trace submissions during LangSmith evaluations due to cost concerns when running large-scale experiments. The support representative confirmed that trace submissions are mandatory for evaluations and shared documentation, noting the feedback for potential consideration in pricing models.",45,Troubleshoot LangSmith evaluation system and UI functionality issues,"Users experienced problems with LangSmith evaluation functionality, including custom evaluator failures, UI issues when editing feedback values, and difficulties accessing evaluation-related features in the dashboard. Support representatives helped troubleshoot evaluator code errors, addressed UI bugs affecting experiment management and evaluation workflows, and provided workarounds for missing evaluation features while escalating product feedback."
05e80a7d-89c5-409f-8ea0-fbcdf8c21fa3,"The customer reported encountering a ""Maximum number of run rules exceeded"" error due to a 100-rule limit and requested an increase. The support representative raised the limit to 300, which the customer confirmed as sufficient for their needs.",14,Fix LangSmith evaluation and filtering interface bugs,"Customers reported various UI and functionality bugs within LangSmith's evaluation and filtering systems, including issues with experiment filtering, dataset navigation, evaluator run details display, and pagination behavior. The support team investigated each issue, replicated the problems, and deployed fixes while collaborating with engineering teams to resolve the underlying technical problems."
060cebdf-8936-4a47-a24f-24037b8f3365,"The customer was informed that a document from SESAME HR is awaiting their signature and provided a link to review and sign it via PandaDoc, an online document management platform.",58,Block SESAME HR document signature spam notifications,Multiple customers were repeatedly notified by SESAME HR about documents requiring their digital signatures through PandaDoc platform. These notifications appeared to be unrelated to LangChain/LangSmith services and likely represented spam or misdirected communications sent to LangChain support channels.
061b2a75-8948-4c11-a60d-543bdec17bcf,The customer reported an issue with the auto-deployment feature in LangSmith not triggering as expected despite correct configuration. The support representative explained that the issue is due to a change in GitHub's API integration and informed the customer that a fix is being rolled out later that day.,87,Fix LangSmith UI and web application feature bugs,"Customers reported various functional bugs and issues within LangSmith's user interface and web application features, including problems with the Code Evaluator, evaluation results display, auto-deployment, playground functionality, prompt management, and trace visualization. Support representatives identified, diagnosed, and deployed fixes for these platform bugs, with customers confirming resolution after the fixes were implemented."
0624459a-d984-4907-99c7-3371c04faf26,"A customer reported an unexpected $20,000 charge due to high trace volumes and extended data retention. The support rep explained the charges, issued a full refund as a one-time courtesy, and recommended setting spend limits to prevent future issues. The customer appreciated the quick resolution and agreed to implement spend limits.",16,Resolve LangSmith unexpected billing charges from trace usage overages,"Customers contacted LangSmith support regarding unexpected billing charges primarily caused by excessive trace usage, extended data retention configurations, evaluator runs, and coding errors that generated unintended trace volumes. Support representatives consistently provided one-time courtesy refunds or credits while offering guidance on usage controls, spending limits, and best practices to prevent future billing overages."
0639d475-c7e0-4a9c-bb5a-9cd7ca0ad915,"Felix inquired about switching his organization to the EU data region, and the support representative explained that LangSmith does not support direct migration but provided detailed steps to create a new EU instance, transfer data, and manage subscriptions, including refund or credit options.",66,Migrate LangSmith accounts from US to EU region,"Customers requested assistance with migrating their LangSmith accounts and data from the US region to the EU region for compliance and data residency requirements. The support team provided guidance on the manual migration process using the LangSmith SDK, including steps to export/import data, create new EU accounts, cancel US subscriptions, and process refunds or credits for overlapping charges."
064d0546-71dd-43ae-9e0a-9e777a4fe8b1,"Silvia, a customer, initially had an issue viewing an invoice but later confirmed that the issue had been resolved. The support representative, Ben Mangum, acknowledged the update and expressed appreciation.",75,Resolve LangSmith billing invoice delivery and email issues,"Customers reached out to LangSmith support requesting missing or duplicate invoices to be resent to their correct billing email addresses. Support representatives resolved these billing administration issues by updating email addresses, resending invoices, and providing tax documentation clarifications for LangSmith usage charges."
064d4058-b361-44af-8a5e-5f54a91ab710,"A customer reported issues with Google and GitHub login on LangChain, and the support representative, Chad, responded by confirming successful login on their end and requested additional details, including screenshots, a video, or a HAR file to investigate further.",71,Resolve LangChain ecosystem technical issues and access problems,"Users experienced various technical issues across LangChain ecosystem services including authentication failures, deployment errors, and application crashes affecting LangSmith web interface, LangGraph platform deployments, and local development environments. Support representatives resolved these issues through troubleshooting steps like clearing browser data, fixing configuration problems, deploying patches, and providing direct assistance with account access and community invitations."
065d9cb9-d399-406d-b55b-f865b4040aa8,"The customer initially faced latency issues with streaming and non-streaming requests in their chatbot, which were linked to overhead in LangChain's LLM streaming code and excessive prompt fetching from Langsmith self-hosted without caching. They introduced prompt caching and identified Datadog as a source of OOM and CPU spikes. The team stabilized the system but raised concerns about ECS scalability and CPU consumption with streaming. A joint troubleshooting session was scheduled to address these issues and optimize performance.",73,Resolve LangChain model integration caching and performance issues,"Customers inquired about implementing and troubleshooting caching and performance optimization features across various LangChain integrations, including prompt caching for AWS Bedrock and OpenAI models, hub.pull query caching, and conversation transcript management. They also reported issues with model-specific functionality like tool calling support, structured output consistency, and accessing provider-specific metadata such as AWS request IDs and OpenAI service tiers."
06921960-8348-490e-a23c-fa00c75f3c1e,"A customer reported an error encountered while using LangChain, providing details and a screenshot. The support team requested additional information, including a HAR file, and identified the issue as occurring when opening a trace of root runs. After deploying a fix, the customer confirmed the issue was resolved.",71,Resolve LangChain ecosystem technical issues and access problems,"Users experienced various technical issues across LangChain ecosystem services including authentication failures, deployment errors, and application crashes affecting LangSmith web interface, LangGraph platform deployments, and local development environments. Support representatives resolved these issues through troubleshooting steps like clearing browser data, fixing configuration problems, deploying patches, and providing direct assistance with account access and community invitations."
069e30bb-dc42-461f-9861-6a3ceb056104,"The customer, Alessio Natale Scarpa, requested to close their account as they found Langchain sufficient for their needs. The support representative provided a link to a DSAR form for account deletion and explained the process.",92,Process LangSmith account deletion requests through DSAR forms,"Customers requested assistance with LangSmith account deletion through the proper data deletion process and GDPR compliance procedures. Support representatives consistently directed users to submit Data Subject Access Request (DSAR) forms to initiate the account deletion workflow, explaining the process requirements and timeline."
06c2cd03-084b-48fa-873d-0ca4d4911ec6,,1,Process empty LangChain support request cluster,"No specific LangChain or LangSmith support requests were provided in the input, as the answers section appears to be empty. Without actual support tickets to analyze, it's not possible to identify technical issues, component-specific problems, or user needs related to the LangChain ecosystem."
06c87f32-9a92-4f1d-a918-671d5621226b,"LangGraph Cloud SaaS automatically implements persistence and checkpoints via Postgres, eliminating the need for user configuration. Access to the database is only available through LangGraph Server APIs.",70,Configure LangGraph platform deployment infrastructure and database settings,"Customers sought technical guidance on configuring LangGraph platform deployment infrastructure including PostgreSQL checkpointers, environment variables, network settings, ingress configuration, and database permissions. Support representatives provided detailed configuration instructions, troubleshooting assistance, and clarifications on deployment architecture options including BYOC mode and AWS container setups."
06c96f49-2c34-4139-8211-d109e0383ca3,"The customer inquired about tracking costs for VertexAI calls, and the support team explained that prices for Google models were not set by default but could be added manually. The support rep implemented default pricing for Gemini models, which was later confirmed as released.",59,"Resolve third-party LLM provider
integration issues across LangChain ecosystem","Customers
encountered various integration issues with third-party LLM providers
(particularly OpenAI, Azure OpenAI, and Google Vertex AI/Gemini) in the
LangChain ecosystem, including incorrect model tracing, incomplete responses,
API connection problems, and compatibility errors. Support representatives
provided fixes, workarounds, and guidance for resolving these provider-specific
integration challenges across LangSmith tracing, LangChain OSS libraries, and
playground functionality."
06e964a2-4d58-4023-861c-a99c5cd197fb,"Aitreya Verma requested the deletion of an empty organization named 'Hypelist' with no users or projects. The support representative, Chad, confirmed the deletion was processed and completed.",43,Process LangSmith organization and account deletion requests via DSAR,Customers requested the deletion of their LangSmith organizations and accounts through the standard support process. Support representatives consistently directed customers to submit DSAR (Data Subject Access Request) forms and confirmed completion of deletion requests once submitted.
