cluster_id,name,description,size,total_size,member_clusters,sample_summaries
10,"Block spam messages and direct security
certification requests","The customers sent
spam messages offering various petroleum products, chemicals, and business
registration invitations that were unrelated to LangChain or LangSmith services.
One legitimate request involved a customer asking for ISO or SOC2 certification
documents for security review purposes, which was directed to the company's
Trust center.",10,10,,"['The customer provided a list of products they offer, including various fuels and chemicals, and attached an official SCO for reference.', 'The customer provides a list of products they offer, including various fuels and chemicals, and shares an official SCO document.', 'The customer shared details about a market report on Chelating Agents 2025, covering market sizes, types, applications, and key players, and offered to provide a sample report and quotation if interested. They also requested forwarding the information to the relevant department or contact if applicable.']"
11,Manage LangSmith subscription cancellations and free tier transitions,"Customers requested assistance with subscription cancellations and account management issues, including losing workspace access after canceling paid plans and inquiring about transitioning to free tiers. Support representatives resolved these issues by canceling subscriptions, restoring workspace visibility through free plan additions, and explaining the process for moving to free tier organizations.",4,4,,"['The customer requested to cancel their subscription, and the support representative confirmed the cancellation of the Startup plan subscription, ensuring no further charges unless reactivated.', ""The customer reported losing access to a workspace after canceling a Plus subscription and requested either user deletion or workspace migration. The support rep resolved the issue by adding a Free plan to the customer's account, restoring visibility to the workspace."", 'The customer inquired about disabling their subscription without affecting user accounts, and the support rep explained the cancellation process, confirming no additional charges would occur after the current month unless the subscription is reactivated. The customer acknowledged the clarification.']"
12,Perform manual LangGraph platform deployment migrations with data preservation,"Customers requested manual migrations of their LangGraph platform deployments to new infrastructure while preserving all data including threads, assistants, traces, datasets, and experiments. Support representatives guided customers through the migration process, performed dry runs for validation, coordinated scheduled downtimes, and ensured successful data transfer to new deployments with updated configurations.",21,21,,"['The customer sought assistance to preserve data during the migration of two deployments to updated infrastructure. The support rep guided the customer through creating new deployments, performed a dry run migration for validation, and scheduled the final migration, which was successfully completed with the customer confirming everything was operational.', ""The customer inquired about data loss during a new deployment and requested manual migration for critical data. The support rep confirmed the data loss, outlined a migration plan, and successfully performed a dry run migration. After scheduling and rescheduling the final migration, the migration was completed, and the customer was instructed to switch traffic to the new deployment's URL."", 'The customer requested assistance with migrating their production deployment to new servers without incurring additional costs. The support rep created a new deployment, performed a dry run migration, and provided instructions for validation and final migration, including a brief downtime plan and traffic cutover steps.']"
13,Fix LangSmith Playground model compatibility and tool calling issues,"The customer reported multiple issues with LangChain/LangSmith Playground functionality including model compatibility problems with o1, o1-mini, Claude, and Bedrock models, tool calling errors, structured output failures, and UI rendering bugs. The support team addressed these issues by deploying fixes, providing workarounds, and escalating bugs to engineering teams for resolution.",19,19,,"['Jan requested that the default template format for their organization be changed from fstring to mustache, as fstring is not working as expected. Chad, the support rep, acknowledged the request and informed Jan that the engineering team is working on a solution to remember this selection and make mustache the default.', 'A customer reported an issue with the Claude 3.5 Haiku model truncating responses when generating lengthy code or text. The support rep acknowledged the issue and requested an example prompt and screenshot for further investigation.', ""The customer reported an issue with the ContextualCompressionRetriever not passing query-time arguments to the base retriever when using configurable fields, particularly with EnsembleRetriever. They provided detailed examples and a workaround by extending the class. The support rep confirmed that EnsembleRetriever does not propagate kwargs like 'filter' and asked about expectations for passing parameters to retrievers with varying support. The customer clarified their use case and mentioned switching to a custom document store, making this issue non-blocking for them.""]"
14,Fix LangSmith evaluation and filtering interface bugs,"Customers reported various UI and functionality bugs within LangSmith's evaluation and filtering systems, including issues with experiment filtering, dataset navigation, evaluator run details display, and pagination behavior. The support team investigated each issue, replicated the problems, and deployed fixes while collaborating with engineering teams to resolve the underlying technical problems.",20,20,,"['The customer reported encountering a ""Maximum number of run rules exceeded"" error due to a 100-rule limit and requested an increase. The support representative raised the limit to 300, which the customer confirmed as sufficient for their needs.', 'A customer reported a bug where filtering traces by a tag does not display the original run, and confirmed the issue is consistent across other runs. The support representative is investigating and asked if manually entering the filter excludes the run, to which the customer responded they would try the next day.', ""A customer is trying to filter runs using a filter that works for examples, but is getting an error. The support rep provides a different filter to try, but it also doesn't work. The support rep acknowledges that there is currently no way to do this for runs and that it is a feature gap that will be addressed in the future.""]"
15,Handle unsolicited business partnership and collaboration outreach inquiries,"Multiple external companies and individuals reached out to LangChain seeking various business partnerships, collaborations, and commercial opportunities including distribution agreements, investment discussions, sponsorship proposals, and service offerings. These outreach attempts represented unsolicited business development inquiries rather than technical support requests for LangChain's products or services.",16,16,,"['Joe from Etevers, a South Korean IT solutions provider, reached out to LangChain to propose a potential collaboration as their distributor in Korea and requested a meeting to discuss further.', ""A representative from Multiline Technolabs reached out to propose a potential collaboration, highlighting their expertise in software development, web and mobile app development, e-commerce, CMS platforms, and design services. They followed up to discuss how their solutions could support the recipient's startup and requested a call to explore further opportunities."", 'The conversation includes multiple responses to a proposal for collaboration or guest contributions. Some recipients declined the offer, citing lack of interest or alignment with their organization’s focus, while others provided pricing details, guidelines, or instructions for submitting proposals for further consideration.']"
16,Resolve LangSmith unexpected billing charges from trace usage overages,"Customers contacted LangSmith support regarding unexpected billing charges primarily caused by excessive trace usage, extended data retention configurations, evaluator runs, and coding errors that generated unintended trace volumes. Support representatives consistently provided one-time courtesy refunds or credits while offering guidance on usage controls, spending limits, and best practices to prevent future billing overages.",19,19,,"['A customer reported an unexpected $20,000 charge due to high trace volumes and extended data retention. The support rep explained the charges, issued a full refund as a one-time courtesy, and recommended setting spend limits to prevent future issues. The customer appreciated the quick resolution and agreed to implement spend limits.', 'The customer requested a waiver for an unintentional charge of $4,313.76 due to extended trace storage, which they have since disabled. The support representative stopped payment on the charge as a one-time courtesy, resolving the issue.', ""A customer reported an issue with custom evaluators creating excessive traces and requested credits for the billed traces. The support representative confirmed the issue, collaborated internally, and added a $228.70 credit to the customer's account with the same expiration date as the original credit.""]"
17,Resolve LangSmith dataset management and SDK integration issues,"Customers encountered various issues when working with LangSmith datasets through both the Python SDK and web UI, including authentication errors, upload limitations, data export challenges, and programmatic access problems. The support team provided solutions ranging from API endpoint recommendations and code snippets to workarounds for UI bugs and guidance on dataset management operations like splitting, querying, and sharing.",22,22,,"['A customer from e-therapeutics reported issues with the 20MB payload limit on the create_examples API endpoint while uploading a 45MB dataset. The support team suggested using a multipart endpoint available in the latest SDK versions, which supports up to 1GB uploads, and requested SDK details to assist further.', 'The customer inquired about programmatically exporting experiment results with associated dataset example IDs. The support team provided code snippets and guidance for exporting results, filtering, and attaching example IDs. When the customer encountered unexpected row counts, the team investigated and suggested solutions, including consulting another expert. The issue of attaching example IDs was addressed with detailed instructions and example outputs.', ""A customer reported a UI bug when uploading a large single-line JSONL dataset, which worked via SDK but not through the UI. The support rep acknowledged the issue, reproduced it with the customer's help, and implemented a fix that is now live.""]"
18,Increase LangGraph deployment quotas and resolve platform configuration questions,"Customers requested increases to their LangGraph deployment quotas across various scenarios including staging environments, team collaboration, redundancy, multi-tenancy, and regional migrations, with support representatives consistently granting increases to 5 deployments while gathering pricing feedback. Additional requests included inquiries about API error handling capabilities, rate limits, audit logs, monorepo deployment guidance, third-party risk assessments, and binary file upload support for evaluations.",15,15,,"['A customer requested an additional deployment for staging development, providing their organization ID. The support representative increased the deployment quota to 5 and asked for feedback on pricing. The customer suggested a pricing model based on $20/month per project with one development and one production instance, plus usage-based fees. The representative thanked the customer and promised to share the feedback internally.', 'A customer requested an increase in their deployment quota from 1 to 2 to enhance collaboration with their frontend development team. The support rep increased the quota to 5 and requested feedback on the service.', 'The customer inquired about managing error codes in an API by throwing specific exceptions, such as error code 502. The support representative clarified that this capability is not currently supported but offered to submit it as a feature request and provide updates on its progress. The customer agreed and requested updates on its feasibility and timeline.']"
19,Resolve self-hosted ClickHouse database operational and storage issues,"Customers experienced various operational issues with their self-hosted ClickHouse database instances used for LangSmith tracing storage, including disk space exhaustion, connection problems, and performance degradation. The support team provided troubleshooting guidance for storage optimization, database migrations, cluster configurations, and recommended upgrades to newer versions to resolve these infrastructure-related issues.",15,15,,"['The customer experienced issues with their Clickhouse instance after a hard reset, including missing tracing projects and errors on the homepage. After troubleshooting with the support team, including running migrations and checking logs, the issues were resolved, and the system became stable.', ""The customer reported issues with Clickhouse's local disk storage being full despite a 30-day retention policy and S3 integration. The support team identified potential misconfigurations, recommended upgrading to a newer application version (0.7 or later) to optimize metadata storage and disk usage, and proposed a step-by-step upgrade plan to address the issue. The customer agreed to proceed with the upgrade and planned to coordinate further in a separate thread."", 'The customer attempted to reduce ClickHouse storage by deleting inactive parts using the `ALTER TABLE runs DROP PART` command. They encountered an issue with a size limit restriction, which the support team resolved by suggesting the use of the `settings max_partition_size_to_drop` parameter. The customer confirmed the solution worked.']"
20,Resolve LangSmith platform infrastructure and stability issues,"Customers reported various LangSmith infrastructure and platform stability issues including server errors (502, 503), SSL certificate problems, UI unresponsiveness, rate limiting errors, subscription access problems, and dashboard functionality failures. Support representatives addressed these issues through system fixes, account adjustments, version upgrades, and troubleshooting steps to restore normal LangSmith platform operations.",37,37,,"['A customer, Shokoufeh, reported a rate limit error while using LangSmith despite being on the Plus plan. The support representative, Chad, confirmed the Plus plan status and asked Shokoufeh to check if monthly usage limits were configured in the LangSmith settings, as this could cause the 429 error.', 'A customer is having trouble adding users to an organization in an on-prem LS instance using OIDC authentication. The support rep suggests that the customer upgrade to a newer version of LangSmith, as the issue may have been resolved in a recent release.', 'Agustín Parraquini reported an issue where he is unable to access the Langsmith panel or navigate its pages using his email. The support representative, Crystal, acknowledged the issue, asked clarifying questions, and suggested trying to log in using incognito mode while escalating the matter to the engineering team.']"
21,Resolve LangGraph Platform deployment technical issues and errors,"Users encountered various technical deployment issues with LangGraph Platform including server crashes, 400 API errors, environment variable conflicts, and deployment deletion problems that required support intervention. Support representatives resolved these technical problems through fixes, troubleshooting guidance, and platform configuration adjustments while also providing clarification on deployment features and pricing tiers.",25,25,,"['The customer inquired about the status of the new Control Plane (pull mode) and sought clarification on a specific parameter, N_JOBS_PER_WORKER. The support representative confirmed the parameter and provided documentation on tuning deployments and enabling asyncio debug mode for troubleshooting.', 'The customer requested an increase in deployments from one to two for separate development and production environments. The support rep approved the request, resolved a deployment error, and the customer confirmed it was working.', ""The customer inquired about concurrency limits, scaling containers, and self-hosting LangGraph. The support team provided documentation on self-hosting the data plane and offered to connect with the customer's SRE team for further discussion. Follow-up questions about auto-scaling, CI/CD outside GitHub, and deployment options were raised, leading to a scheduled live discussion to address these topics.""]"
22,Process LangSmith organization account deletion requests via GDPR DSAR forms,"Customers submitted DSAR forms under GDPR to request deletion of their organization accounts and associated data from LangSmith, providing organization IDs and confirming their deletion requests. Support representatives acknowledged receipt of these forms and confirmed completion of the account deletion process for the requesting users.",17,17,,"['The customer requested the deletion of their organization and associated credit card information under GDPR by submitting a DSAR form. The support team acknowledged the request and will proceed with the deletion.', 'A customer submitted a DSAR form under GDPR to delete their organization with ID 162ecfb0-5f58-4b4d-8c68-6a9eb1401588, providing no additional information.', 'A customer requested the deletion of their organization account (ID: 121d6f1e-6747-45bc-973b-a61e192b5105) under GDPR by submitting a DSAR form and provided no additional information.']"
23,Resolve LangChain OSS integration and compatibility issues,"Customers encountered various integration challenges when using LangChain OSS components with different model providers, SDK features, and third-party services, requiring technical guidance and code examples. Support representatives provided implementation assistance, feature updates, documentation improvements, and workarounds to resolve compatibility issues across the LangChain ecosystem.",22,22,,"['The customer inquired about maintaining context across chatbot interactions using LangSmith, specifically to persist tool outputs for subsequent use. The support team explained that this can be achieved using the LangSmith SDK with the @traceable decorator and provided a code example to manage and update context between function calls.', 'A customer from FactorEnergia inquired about migrating their chatbot system to Langchain, seeking guidance on managing complex context, context injection, and OpenAI integration. The support team referred them to an updated migration guide, but the customer requested additional best practices and insights for handling their advanced requirements.', ""The customer inquired about support for the `user` parameter in LangChain/LangGraph to boost cache hits with OpenAI's API. The support team confirmed that `user` is supported and provided examples for specifying it at invocation or initialization time, along with details on its appearance in the Responses API.""]"
24,Troubleshoot LangSmith bulk export configuration and destination issues,"Customers encountered various technical issues with LangSmith's bulk export functionality, including problems with S3 and GCS destination configurations, incorrect date parameters, AWS SDK compatibility issues, and JSON formatting errors. Support teams provided troubleshooting guidance, implemented fixes for compatibility problems, and helped resolve configuration and permission issues to successfully export trace data to cloud storage destinations.",7,7,,"['A customer reported an issue with bulk exporting traces to an S3 bucket, despite jobs completing without files being added. After troubleshooting and confirming permissions, the customer identified and resolved the issue, which was due to an incorrectly implemented request, and successfully exported the data.', 'The customer reported an issue with bulk export not working on LangSmith Self-Hosted, despite it functioning on LangSmith SaaS, and mentioned difficulty in retrieving the deployment ID. The support team asked clarifying questions about the export destination and configuration, confirmed the use of S3, and involved additional team members to assist with resolving the issue.', ""The customer faced issues with a bulk export API showing 'completed' but not exporting files to S3. The support rep enabled bulk export and identified that no items were being exported due to incorrect start and end dates. After the customer corrected the dates, the export worked successfully.""]"
25,Update billing information and invoice details in LangSmith,"Customers requested updates to billing information including addresses, email addresses, VAT numbers, and company names on their LangSmith invoices. Support representatives provided instructions for updating billing details in the LangSmith UI and explained limitations around modifying already-issued invoices versus updating information for future invoices.",14,14,,"['The customer requests that invoices be sent to a new email address. The support rep provides instructions on how to update the billing email address in the LangSmith UI, noting that the change will only affect future invoices and requires Organization Admin privileges.', 'The customer requested a corrected invoice due to an incorrect address, but the support rep explained that issued invoices cannot be changed. Instead, the rep offered to refund the charge and reissue it with updated details or leave the current invoice as is.', 'The customer reported receiving invoices at an old email address despite updating their account email. The support representative clarified the process, identified a system issue, and updated the billing platform to ensure future invoices are sent to the new email address.']"
26,Resolve LangGraph Platform deployment configuration and build issues,"Customers reported various deployment and configuration issues with LangGraph Platform including build failures, missing dependencies, environment variable limitations, and architecture mismatches that prevented successful deployment despite local functionality. Support representatives provided solutions involving langgraph.json configuration updates, dependency management fixes, version upgrades, and workarounds for platform-specific limitations.",32,32,,"['The customer reported an issue with the langgraph-api version causing build errors and service failures, referencing a GitHub issue. The support representative acknowledged the concern and directed the discussion to the existing ticket.', 'The customer reported an ImportError issue with the langgraph package affecting their releases. The support team suggested updating the langgraph dependency and pushed a new release to address the issue, instructing the customer to rebuild after 10 minutes.', 'Davide is having trouble deploying his agent on the LangGraph Platform because environment variables are not available at build time. Mukil, a support rep, informs Davide that this feature is not currently supported but has been added to the backlog.']"
27,Resolve LangSmith integration and functionality issues,"Customers reported various LangSmith integration and functionality issues including missing traces, SDK configuration problems, model integration errors, and playground usability concerns. Support teams provided troubleshooting guidance, workarounds, and feature explanations while escalating technical issues to engineering teams for resolution.",17,17,,"['To evaluate whether an LLM application is calling the right tools at the right time, the service rep recommends running a trajectory evaluation using the LangSmith SDK. The customer will define a golden dataset, application logic, and evaluators to score the trajectory followed by the application logic.', 'Praveen Raj requested the Instance URL and API Key for LangMem to test its capabilities on their local system. Support Rep William Fu-Hinthorn responded that a new version of LangMem is being developed and will be launched soon, and requested a time to chat with Praveen about his intended use of the tool.', ""A customer inquired about an async version of Langsmith's pull_prompt() method for their LLM application, and the support rep confirmed it is not currently supported but noted that a ticket has been filed to add this feature in a future release.""]"
28,Provide LangGraph platform information and sales guidance,"Users inquired about various aspects of LangGraph platform information, including licensing options, pricing models, deployment configurations, authentication features, beta access, and enterprise plans. Support representatives provided documentation, clarified product offerings, facilitated sales connections, and addressed account-related issues for customers seeking to understand or implement LangGraph solutions.",36,36,,"[""A customer inquired about the licensing and usage policies of the LangGraph Platform for building agents for clients. The support rep clarified the pricing model, licensing details, and confirmed that the customer's business model of providing technical implementation services without reselling the platform complies with the Terms of Service."", 'The customer inquired about recommended training resources for LangGraph and LangSmith, and the support team suggested their academy courses. The customer confirmed they are using the academy courses and scheduled a follow-up session with a support team member for further assistance.', 'A customer inquired about the beta status, pricing model, SLA availability, and Azure compatibility of LangGraph Cloud SaaS and enterprise offerings. The support rep clarified that the SaaS is free during beta, pricing is undecided, SLA and enterprise details require Sales team input, and Azure is not currently supported but may be considered in the future.']"
29,"Manage LangSmith organization
administration and account setup","Customers requested
assistance with managing their LangSmith organizations, including renaming,
transferring ownership, and resolving account setup issues. Support
representatives provided API instructions for organization renaming, processed
billing adjustments, and helped customers organize their LangSmith workspaces
and accounts properly.",23,23,,"['The customer, Ivan, reported issues accessing billing and usage features and requested help upgrading to Plus and renaming their ""Personal"" organization to ""Welle."" The support rep, Crystal, resolved the billing access issue, facilitated the upgrade, and renamed the organizations as requested, ensuring the customer\'s trace history was preserved.', 'The customer requested the removal of a test organization named ""Solomon AI"" to avoid confusion with their official organization ""Solomon."" The support representative confirmed the deletion of ""Solomon AI.""', 'A customer inquired about using multiple organizations in a self-hosted Langsmith setup, but the support rep recommended using a single organization with multiple workspaces for easier administration and collaboration.']"
30,Resolve LangSmith tracing visibility and infrastructure issues,"Users experienced various technical issues with LangSmith tracing functionality, including missing traces, broken trace visibility, split traces, hanging traces, service unavailability errors, and integration problems with tools like Vercel AI SDK and AISDKExporter. The support team resolved these issues through bug fixes, configuration changes, infrastructure improvements, and troubleshooting steps like enabling debug logging and updating environment variables.",24,24,,"['A customer reported an error message ""structuredClone is not defined"" when viewing tracing projects. The support rep suggested browser compatibility issues and provided security information upon request.', 'The customer reported an issue with a trace hanging, providing two links for reference. The support team confirmed that one link was inaccessible to them, while the other loaded slowly but did load.', ""Hunter Matthews reported an issue with updating the credit card for payments, and despite trying different browsers and incognito mode, the problem persisted. The support rep, Crystal, involved the engineering team, requested a HAR file, and identified that the issue might be related to Hunter's account lacking the 'organization:manage' permission.""]"
31,Resolve LangGraph Studio technical issues and deprecated desktop app migration,"Customers reported various technical issues with LangGraph Studio including login failures with the deprecated desktop app, connection errors, display problems with thread information, UI auto-scrolling behavior, and server-side errors affecting functionality. The support team addressed these issues by providing migration guidance from the deprecated desktop app to the web-based version, deploying fixes for server errors, and suggesting workarounds for UI and connectivity problems.",46,46,,"['The customer is experiencing an issue with the `Command` class in `langgraph` due to an outdated version. The support rep recommends updating `langgraph` to version `0.2.62` to resolve the issue.', 'A customer encountered a CORS issue when running the Langgraph Studio Web UI locally. After disabling the ""Block insecure private network requests"" flag in Chrome, the issue was resolved.', 'The customer reported two issues with LangGraph Studio: an error when switching tabs in the browser dev environment and a connection error with the macOS app. The support rep clarified that the desktop app is deprecated and requested more details about the first issue. The customer later resolved the first issue by clearing the cache folder, as it was caused by calling a deleted graph.']"
32,Increase LangGraph Platform deployment quota limits,"Customers requested increases to their LangGraph Platform deployment quotas to support multiple environments including development, testing, and production deployments. Support representatives consistently approved these requests, typically increasing quotas from 1 to 5 deployments during the open beta period at no additional cost.",11,11,,"[""Vasilii from Moonly.app requested an increase in deployment quota to manage multiple environments, and Chad from LangChain support increased the quota to 5 deployments. Vasilii expressed gratitude and mentioned exploring LangChain's infrastructure and workflows, promising to share feedback in the future."", 'The customer inquired about custom domain and server hosting options for the LangChain platform. The support rep explained that custom domains are not supported in the cloud offering, but are available in self-hosted deployments. The rep also stated that the cloud offering has two deployment regions (US and EU) and does not currently support multiple servers hosted across different continents.', 'The customer clarified that a deployment refers to a single instance of the LangGraph Server, and the support rep confirmed that all LangGraph Platform deployments autoscale horizontally and connect to the same database.']"
33,Address LangChain OSS Python SDK bugs and pull request reviews,"Customers reported various issues with LangChain OSS Python SDK including bugs, integration problems, and feature requests across components like langchain-anthropic, langchain-google-vertexai, and langchain-postgres. Support representatives addressed these concerns by reviewing pull requests, escalating to engineering teams, requesting additional debugging information, and providing guidance on GitHub issue submission processes.",24,24,,"['A customer reported an error code and asked about two feature requests. A support rep responded that the error code has been patched and will be in production soon, and forwarded the feature requests to other team members.', 'The customer expressed concerns about unreviewed pull requests and issues they submitted to LangChain, despite following up on Slack. The support rep acknowledged the delay, attributed it to preparations for an upcoming conference, and assured the customer that the Open Source team would review the submissions soon.', 'The customer reported an issue related to GitHub issues #1436 and #1551, seeking clarification or a fix. The support representative responded with a fix in progress and promised to follow up after its release, which the customer appreciated.']"
