cluster_id,name,description,size,total_size,member_clusters,sample_summaries
11,Fix LangSmith dashboard filtering and visualization display issues,"Users experienced various LangSmith dashboard display and filtering issues that prevented them from properly viewing and analyzing their trace data, including problems with metadata filtering, chart visualization, experiment view columns, and date range filters. These dashboard UI and filtering bugs impacted their ability to effectively monitor and analyze their LangSmith observability data, with several issues requiring engineering team investigation and fixes.",21,21,,"['help with a LangSmith issue where runs are not appearing in the experiment view when filtering by version tag, despite the dataset versioning and tagging working correctly for loading examples.', 'clarify a dashboard data discrepancy where the ""Last 7 days"" filter appeared to only show data up to yesterday, while the ""Last 1 hour"" filter showed current day data. The support team explained that the data was actually complete but the x-axis labels were confusing and would be fixed.', ""help with a LangSmith evaluation backfill feature that wasn't properly applying filters when checking record counts, causing errors even when filtered results showed only a few traces, and later experiencing internal server errors and preview functionality issues after an attempted fix was deployed.""]"
12,Provide business support and platform documentation guidance,"Users requested assistance with business development, customer satisfaction surveys, and general platform documentation rather than specific technical issues. The requests included sales outreach suggestions, CSAT survey testing and feedback, airport management use cases, and security documentation for compliance purposes.",8,8,,"['provide a way to contact the company directly to share suggestions for improving sales and outreach, as their email attempts have been unsuccessful.', 'provide a quick test for CSAT surveys.', 'test whether the survey functionality has been fixed, and they successfully completed a survey rating interaction with a follow-up question.']"
13,Resolve LangSmith Playground configuration bugs and functionality issues,"Users reported multiple configuration and functionality issues in the LangSmith Playground, including bugs where modifying model settings unexpectedly erased tools and cleared prompt settings when switching between modes. They also encountered problems with template formatting, tool calling behavior, property ordering, output consistency between UI and programmatic usage, structured output schema enforcement, and various interface limitations that hindered effective prompt testing and iteration.",13,13,,"['help them with a bug where modifying the model configuration erases tools without warning, and they also reported issues with prompt settings being cleared when switching between chat and instruct modes.', 'update the default template format for their organization to mustache instead of fstring in the playground, as fstring incorrectly interprets their few-shot examples in JSON as variables.', 'help with a tool calling issue where the model is not following system prompt instructions to return tool output verbatim, instead continuing numbered lists and adding extra formatting. The user sought advice on improving response formatting and received suggestions about streaming intermediate chunks, using example responses in prompts, and modifying system prompt instructions.']"
14,Filter spam marketing messages from LangChain support channels,"Users received unsolicited spam messages offering various marketing services including social media advertising, guest posting, SEO services, domain name sales, and other promotional content unrelated to LangChain technical support. Support teams appropriately categorized and declined these non-technical marketing inquiries that were sent to LangChain/LangSmith support channels.",25,25,,"['categorize a promotional email from a freelance writer as spam, which falls under the ""Other Support - Spam"" category as it\'s an unsolicited marketing message unrelated to technical support.', 'help categorize a spam inquiry about domain ownership that is unrelated to any technical support needs.', 'categorize a spam email that was sent to the support team offering unsolicited SEO and guest posting services, which the support team appropriately declined according to their standard policy.']"
15,Configure LangGraph platform network connectivity and cloud service integrations,"Users needed help configuring network connectivity and cloud service integrations for their LangGraph platform deployments, specifically addressing IP address whitelisting requirements and secure connections to external services like AWS S3 and Google Cloud Storage. They also requested guidance on proper API key management, environment variable handling, timeout issue resolution, and programmatic graph deployment capabilities within the cloud platform infrastructure.",5,5,,"['clarify whether their deployed graph on the cloud platform will have a static or dynamic IP address, as they need this information for IP whitelisting to allow communication with their working server.', 'help with LangGraph platform deployment and AWS S3 connection. The user needs guidance on how to whitelist instance IP addresses or establish a secure connection between their deployed LangGraph agent and an AWS S3 bucket for file parsing.', 'help with passing application default credentials to LangGraph platform deployment for accessing Google Cloud Storage, which evolved into troubleshooting timeout issues when nodes take longer than 20 seconds to execute. The support team provided multiple workarounds including HMAC keys, base64 encoded service accounts, and self-hosting options before addressing the timeout problem with environment variable configuration.']"
16,Increase LangGraph platform deployment quota limits for multiple environments,"Users requested increases to their LangGraph platform deployment quotas to support multiple environments including staging, production, development, and beta deployments for various business use cases. The support team consistently approved these requests by increasing deployment limits from 1 to 5 deployments and gathered pricing feedback for future platform monetization planning.",24,24,,"['increase their deployment quota for the cloud platform to allow for additional dev and beta versions in preparation for their production rollout. The support team approved the request and increased their quota to 5 deployments.', 'increase the deployment quota for the platform from a single deployment to multiple deployments to support both production and development environments, and to provide information about potential costs and implications of additional deployments.', 'increase their deployment limit on the platform from 5 to accommodate additional agents for data preparation, and they also requested a feature to have deployment-specific API keys to separate stage and production environments.']"
17,Handle spam marketing inquiries for guest posting services,"Users submitted multiple unsolicited marketing inquiries requesting pricing information for guest posting, link insertion, and SEO services on LangChain platforms. The support team consistently declined these spam marketing offers and requested no further similar commercial proposals.",4,4,,"['provide pricing information for guest posting and link insertion services on the website, which is a spam/marketing inquiry rather than a legitimate technical support request.', 'provide pricing information for guest posting, link insertion, and SEO services, which is spam/marketing outreach unrelated to technical support.', 'provide a spam-related service, specifically paid link insertion and guest posting opportunities. The support team declined the unsolicited marketing offer and requested no further similar proposals.']"
18,Resolve LangSmith organization account setup and management configuration issues,"Users experienced complex LangSmith organization account setup and management issues including account transfers, billing permission errors, user addition failures, and email configuration problems during onboarding. These requests involved multi-step account administration problems requiring support intervention to complete organization setup processes and resolve access barriers.",8,8,,"['transfer ownership of a disabled organization account to a new email address and reactivate the account, which was disabled due to 9 months of failed payments from a former colleague who left the company. The user ultimately decided to create a new organization account and apply for the startup program instead of transferring ownership of the existing account.', 'help with account management and billing transfer issues in their LangSmith account, specifically being unable to change their email address due to a bug, needing to transfer billing responsibility to their boss, and subsequently requesting deletion of a duplicate unused organization and refund of associated charges.', 'help with account reactivation and payment issues, specifically requesting assistance with a disabled organization account and resolving unsuccessful payment attempts for older bills.']"
19,Assist with LangSmith and LangGraph account billing and license management,"Users requested assistance with LangSmith and LangGraph account administration including license renewals, payment method setup, startup plan activations, and quota increases. Support representatives helped with billing configurations, credit extensions, deployment limit adjustments, and vendor procurement processes for organizational subscriptions.",11,11,,"['provide a new license key link for LangSmith, as the previous link they received via email had expired while they were out of office.', 'help with activating their approved startup plan for LangSmith, which was failing due to a ""No payment method found"" error and inability to locate where to add credit card information. The support team identified this as a system bug that required an engineering fix to resolve the payment method integration issue.', 'help with vendor management and procurement processes for purchasing LangSmith Plus subscriptions, including providing vendor qualification forms, company documentation, and establishing a business relationship for organizational procurement.']"
20,Configure self-hosted LangSmith and local development environments,"Users requested comprehensive support for configuring and troubleshooting self-hosted LangSmith deployments and local development environments across multiple LangChain ecosystem components. The requests covered LangGraph Studio setup, LangMem access, development environment configuration, tracing issues, database connectivity problems, and architectural guidance for multi-environment deployments.",20,20,,"['provide recommendations for deploying LangSmith across multiple geographic locations and environments, specifically asking whether to use a single instance with trace segmentation or separate instances per location and environment combination.', 'provide help with their LangChain development environment setup or configuration issues.', 'help with their LangChain development environment setup or configuration issues.']"
21,Resolve LangGraph platform deployment and database integration issues,"Users experienced various technical problems with LangGraph platform deployments including database connectivity issues with PostgreSQL checkpointers, SSL connection errors, state update bugs in supervisor tools, and infrastructure problems with Kubernetes and Docker configurations. The support team resolved these issues through bug fixes, version updates, configuration corrections, and infrastructure scaling adjustments across multiple deployment environments.",14,14,,"[""help them with a technical issue in the LangGraph supervisor where tools that update state weren't working properly - the state updates weren't being applied when using Command(update=updates) but the workflow would stop when using Command(update=updates, graph=Command.PARENT). The support team identified this as a bug and released a fix in supervisor version 0.0.20."", 'help with a technical issue where they are experiencing intermittent SSL connection errors (bad length and EOF detected) in their LangGraph Python implementation when using PostgreSQL checkpointer, affecting about 0.5% of their runs. The support team escalated to engineering and requested additional technical details about versions, SSL settings, and error patterns to investigate the database connection issue.', 'help with a LangGraph platform issue where projects were not displaying properly in the dashboard despite having a nonzero project count, which was resolved by adding required org_id and product_line metadata to prevent traces from being deleted by the churn job.']"
22,Increase LangGraph platform deployment quota limits for multiple environments,"Users requested increases to their LangGraph platform deployment quotas from the default limit of one deployment to accommodate multiple environments for development, staging, and production purposes. Support agents successfully fulfilled these requests by increasing deployment limits to 2-10 deployments depending on user needs during the open beta period.",46,46,,"['increase their deployment quota. The support agent successfully upgraded their quota from 1 to 5 deployments.', 'increase the seat limit on their startup plan from 10 to accommodate additional team members. The support team resolved this by increasing their seat count to 20 and mentioned that further increases would require enterprise plans.', 'provide an additional cloud deployment for their production environment to separate it from their development environment. The request was successfully fulfilled by increasing their deployment limit to 5 deployments.']"
23,Resolve billing overcharges from LangSmith system bugs and excessive automated runs,"Users experienced significantly higher than expected billing charges due to system bugs and technical issues that generated excessive traces, evaluator runs, and retry loops beyond their intended usage. The support team provided billing credits and refunds to compensate for these erroneous charges caused by platform bugs and unintended automated processes.",4,4,,"['investigate a billing discrepancy for their November-December invoice, which was significantly higher than previous months and inconsistent with their expected usage patterns. The support team identified that the high charges were caused by a large volume of traces flowing into projects with extended data retention, potentially due to error traces from an access problem.', 'provide a billing adjustment and credit for excessive trace usage charges that resulted from a system bug, requesting to exclude the unnecessary traces from their invoice calculation.', ""provide a billing refund/credit due to excessive traces (300k) generated by a bug in custom evaluators' retry logic that resulted in unexpected charges. The support team resolved this by providing a credit of $228.70 to cover the erroneous billing charges from the affected invoices.""]"
24,Resolve LangSmith dashboard UI crashes and trace display issues,"Users experienced various technical issues with LangSmith dashboard functionality, including UI crashes when viewing traces with specific content types, continuous loading errors for expired traces, and authentication-related problems preventing trace data from displaying properly. The support team resolved these issues through bug fixes, browser updates, feature flag reverts, and configuration corrections to restore normal dashboard operation and trace visibility.",19,19,,"['help them with a technical issue where the LangSmith web application crashes when trying to view specific trace URLs that contain base64-encoded images in the prompt content. The support team worked to reproduce the issue using public trace links and deployed fixes to resolve the dashboard crashing behavior.', 'help them with a LangSmith dashboard issue where they were unable to access traces in the web application, which was resolved as a transient service interruption on the US cloud infrastructure.', 'help them with a LangSmith tracing issue where traces from their self-hosted API endpoint stopped being ingested, which was ultimately resolved by restarting their servers.']"
25,Clarify incomplete or vague LangChain support requests,"Users submitted incomplete or unclear support requests that lacked specific technical details about their LangChain/LangSmith issues. These requests consisted of general inquiries, test messages, follow-ups to unspecified previous emails, and vague requests for assistance without articulating the actual technical problems they were experiencing.",8,8,,"['provide a quick response, but no specific technical issue or support need was articulated beyond requesting prompt assistance.', 'provide a follow-up response to a previous email inquiry, but the specific nature of the original technical support request is not specified in this conversation.', 'provide a response to a question, but the specific technical issue or support need is not clearly articulated in the conversation. The interaction appears to be a test or incomplete support request that triggered multiple survey prompts.']"
26,Facilitate LangChain business partnership and distribution program inquiries,"Users reached out to LangChain support seeking various forms of business partnerships, including distribution services in Asian markets, marketplace collaborations, and partner network opportunities. Multiple inquiries focused on understanding partnership criteria, joining the formal partner registry program, and getting referral attribution for customers they brought to the platform.",4,4,,"['provide a business partnership proposal for distribution services in a specific Asian market, which falls under sales/business development rather than technical support.', 'follow up on a collaboration opportunity with a marketplace platform, providing contact information and scheduling options for further discussion about potential partnership.', 'provide information about partnership opportunities and the formal process for joining the partner network. Despite multiple follow-ups and attempts to engage through the community channel, the user continues seeking direct criteria and steps for establishing a business partnership.']"
27,Troubleshoot LangGraph production deployment runtime errors and UI issues,"Users encountered various runtime errors, UI bugs, and production stability issues with deployed LangGraph applications and associated LangSmith dashboard interfaces. Support provided fixes for authentication token validation, database connectivity problems, UI regressions, intermittent API failures, and system outages affecting live deployments.",22,22,,"[""help with a greenlet package error that was affecting their app builds, though the issue was ultimately resolved by updating the CLI and the team clarified they don't use greenlet in their stack."", 'help them with a LangGraph Platform issue where their hosted agent was experiencing 500 errors and thread creation failures after a cloud outage, which was ultimately resolved by rolling back a recent deployment that introduced custom authentication middleware.', 'help with LangGraph Platform deployment issues, specifically resolving authentication token validation errors and UI status problems. The conversation involved troubleshooting API authentication methods, fixing TLS connectivity issues, and addressing domain-related authentication problems for Studio access.']"
28,"Provide LangSmith
pricing information and schedule sales consultations","Users contacted
support to inquire about pricing information and sales discussions for various
LangSmith subscription plans, including startup, enterprise, and plus tiers.
These requests focused on understanding pricing structures, scheduling sales
calls, obtaining quotes for tender submissions, and clarifying billing
requirements for different plan options.",7,7,,"['help them understand the pricing and billing structure for the Startups Plan, including clarification about seat charges and payment requirements after experiencing activation errors.', 'help them understand the process for purchasing multiple tickets for an event, specifically asking about group ordering options and ticket transferability.', 'discuss the enterprise plan pricing and schedule a sales call. After initial communication difficulties, the sales team successfully connected with the user via SMS to arrange the meeting.']"
29,Process individual LangSmith account deletion requests through DSAR forms,"Users requested deletion of their individual LangSmith accounts rather than organization accounts, with many unable to find self-service deletion options in the platform interface. The support team consistently directed these users to submit Data Subject Access Request (DSAR) forms to process the personal account deletions under privacy regulations like GDPR.",41,41,,"['delete their account from the platform. The support team directed them to complete a data subject access request form to process the account deletion.', 'delete their account and all personal data from the platform. The support team processed this data deletion request and confirmed completion of the account and data removal.', 'delete their account and personal data from the platform. This is a data deletion request under privacy regulations.']"
30,Resolve LangSmith LLM-as-a-judge evaluation system technical issues,"Users experienced multiple technical issues with LangSmith's LLM-as-a-judge evaluation system, including problems with sorting experiment results, evaluation scores not displaying in reports, evaluations not transferring to dashboards, and incorrect variable mapping causing inaccurate scoring. They also sought guidance on configuring automation rules for chaining multiple actions and incorporating human feedback alongside LLM-based evaluation metrics for their AI applications.",9,9,,"[""help them with a UI issue in LangSmith where sorting experiment results by judge score doesn't work properly when text search filters are applied, causing results to appear out of order."", ""help them filter and query LLM output in their self-hosted deployment to analyze whether certain types of responses have increased over time, which requires enabling the experimental search feature that isn't currently activated in their environment."", 'help them with a bug in the evaluation report display for LLM-as-a-judge in LangSmith, where evaluation scores are not displaying in the evaluation report interface despite being logged in traces, which is impacting their ability to efficiently evaluate and improve their system prompts.']"
31,Clarify LangSmith billing charges and manage subscription plans,"Users requested clarification and breakdowns of LangSmith billing charges, including understanding trace-based pricing, monthly seat fees, and usage calculations. The support requests involved subscription management tasks such as plan downgrades, cancellations, refund requests, and questions about pay-per-trace billing options for startup tier plans.",7,7,,"['understand the recent charges on their account and get a breakdown of the usage or fees that led to the current billing amount. The support agent provided a detailed breakdown showing over 16 million traces with associated costs and offered a one-time courtesy refund along with guidance on limiting future usage.', 'help with billing inquiries about a double charge for November and to understand how to downgrade from the Plus plan to the Developer plan to take advantage of the 5K free traces with single user billing.', ""provide a refund for an unused subscription that they forgot to cancel, claiming they didn't use the tool during the last billing cycle. The support team granted a one-time courtesy refund but noted that over 500k traces were actually submitted during the period, suggesting the service was used contrary to the user's claim.""]"
32,Guide LangChain OpenAI integration migration and optimization challenges,"Users sought guidance on migrating from OpenAI-dependent LangChain implementations to alternative approaches, including local embeddings, parameter optimization, and legacy system modernization. They encountered technical challenges with token limits, database integration inefficiencies, and complex chatbot architecture transitions that required specialized LangChain configuration expertise.",4,4,,"['provide guidance on alternatives to OpenAIEmbeddings for using locally deployed models, as they cannot access remote services and need local model integration options within the langchain library ecosystem.', 'ask about support for the OpenAI `user` parameter in LangGraph, specifically whether LangChain/LangGraph supports this new parameter that can increase cache hits and improve performance. The support team confirmed that the `user` parameter is supported and provided implementation examples for both invocation time and initialization time usage.', ""help resolve a context length exceeded error when using LangChain's SQLDatabaseChain with OpenAI API, where the chain was unexpectedly sending the entire database content (44,000+ tokens) instead of just the schema, and needed guidance on debugging the prompt and reducing token usage through database view optimization.""]"
33,Complete enterprise security questionnaires for third-party compliance assessments,Users requested assistance completing third-party security assessments and questionnaires for compliance purposes on behalf of client companies or for vendor risk evaluations. The support team consistently directed users to the trust center for self-service security information and clarified that detailed security questionnaires are only available for enterprise tier customers with minimum annual commitments.,5,5,,"['conduct a security assessment for a product on behalf of a client company. The support team repeatedly directed them to the trust center for self-service answers and eventually clarified that security questionnaires are only available for enterprise tier customers with a minimum annual commitment.', 'complete a third-party security assessment questionnaire for compliance purposes. The support team responded that security questionnaires are only available for enterprise tier customers with a minimum annual commitment, and directed the user to the trust center for self-service security information.', 'provide information about the security assessment and conditional approval status for a third-party risk evaluation, including details about security controls, data handling requirements, and specific conditions that need to be addressed for final approval.']"
34,Provide W-9 tax forms and billing receipts for LangSmith accounts,"Users requested tax
documents (W-9 forms) and billing receipts/invoices from LangSmith support for
accounting and business compliance purposes. The support team successfully
fulfilled these administrative requests by providing the requested tax forms,
PDF invoices, and billing documentation for the specified time periods.",8,8,,"['provide a W-9 tax form for their accounts payable records, which was successfully fulfilled with additional clarification about federal tax classification as a C corporation.', 'provide PDF invoices for their organization for accounting purposes. The support team successfully fulfilled this billing-related request by sending the invoices from their billing system.', 'provide PDF invoices for multiple organizations for accounting purposes, with repeated follow-up requests for a second organization after the initial request was acknowledged.']"
35,Request LangSmith evaluation workflow and UI enhancement features,"Users requested various LangSmith evaluation enhancements including getting experiment IDs immediately after calling evaluate in TypeScript SDK, re-running failed evaluations, and navigating from experiment views to evaluator traces. They also sought features for overwriting failed runs, integrating human-in-the-loop evaluation for experiment comparisons, and information about custom evaluator best practices for improved UI display.",6,6,,"['provide information about the availability of the aevaluate function in the TypeScript SDK, and specifically how to get an experiment ID back immediately after calling evaluate without waiting for the entire experiment to complete so their UI can share a link to the running experiment.', 'provide information about a feature they discovered regarding custom evaluators in LangSmith, specifically how returning both value and score in categorical feedback improves the experiment UI display and aligns human annotation with auto-evaluation.', ""help them navigate from the experiment view to the evaluator's trace in LangSmith, which was initially not working due to a bug and later revealed to be a limitation with session-level feedback not being displayed in the experiment table.""]"
36,Resolve LangSmith workspace and organization member management administration issues,"Users encountered various LangSmith administration challenges related to workspace and organization member management, including invitation errors, seat limit restrictions, API bugs for user management, and email validation issues. The support team resolved these issues by increasing seat and workspace limits, fixing API limitations, implementing software updates, and addressing technical bugs that prevented proper user onboarding and membership administration.",9,9,,"[""help them with a LangSmith workspace member invitation issue where they received an error about an existing invite but the new member couldn't find the invitation email. The support agent clarified that invitations appear within the application interface rather than being sent via email."", 'increase the number of seats for their organization, specifically requesting 20 additional seats after hitting the maximum user limit. The support team successfully added the requested seats and confirmed the resolution was working properly.', 'help them with a LangSmith administration issue where they were unable to add an organization member to a workspace due to reaching the maximum seat limit. The support agent resolved this by increasing the available seats, which successfully unblocked the user.']"
37,Resolve LangSmith trace data management and dashboard interface issues,"Users experienced various issues with LangSmith trace data management and dashboard functionality, including problems with storage reclamation after deletion, data retention policies affecting trace visibility, and workspace-level usage metrics tracking. They also requested interface improvements for better trace navigation, column customization, and cost analysis visualization within the LangSmith observability platform.",12,12,,"[""help reduce storage usage in their database by deleting old trace data, but the deletion operations weren't freeing up disk space as expected due to database optimization issues. The support team helped troubleshoot the problem by identifying that deleted data parts needed to be manually dropped to actually reclaim storage space."", 'improve the visual highlighting of selected traces in the interface, as the current selection indicator is too subtle and difficult to locate when scrolling through long lists.', 'understand why some tracing projects in their inherited setup show no token count or cost values while others do. The support agent explained this is likely due to the 7-day default view filter and data retention policies that automatically delete traces after 14 days for standard retention plans.']"
38,Provide bug bounty program information and security vulnerability disclosure procedures,"The group of requesters sought information about the company's bug bounty program and vulnerability disclosure policies after discovering security issues on the website. They requested proper security contact information for responsible disclosure, inquired about potential compensation for reported vulnerabilities, and in some cases asked for inclusion of third-party tools in documentation or made threats regarding public disclosure timelines.",5,5,,"['inquire about bug bounty rewards for reporting security vulnerabilities they discovered on the website, and to understand which domains and repositories are eligible for the bug bounty program.', 'inquire about the vulnerability disclosure program or bug bounty policy for the website, as they discovered security vulnerabilities and needed appropriate security contact information for responsible disclosure.', ""include their company's web scraping API solution in the documentation as a third-party tool option for users.""]"
