cluster_id,name,description,size,total_size,member_clusters,sample_summaries
10,Resolve duplicate billing charges across regional accounts,"Users experienced duplicate billing charges across multiple regions (US and EU) when they had accounts with the same email address or migrated between regions, requiring refunds for the duplicate invoices. One user also inquired about the status of their affiliate program application review process.",6,6,,"['investigate and resolve a double-charging issue on their invoices, which was caused by having duplicate accounts in both US and EU regions with the same email address.', 'resolve duplicate billing charges for the same account. The user was being charged twice for identical services across two separate organizations in different regions, and requested a refund for one of the duplicate charges.', 'get a refund for a duplicate invoice after switching from the US to EU region, as they were unexpectedly charged twice when migrating their subscription. The support agent processed the refund for the US account invoice.']"
11,Configure LangSmith SSO authentication and organization management settings,"Users required assistance with LangSmith authentication and access management, including SSO roles/groups validation for user access restrictions and resolving login issues after database migrations. They also needed clarification on LangSmith pricing plans, licensing calculations for active users, data security features, and organization management capabilities including deletion and renaming options.",3,3,,"[""provide information about the user's overall support request. The user requested help with SSO roles/groups validation in LangSmith to restrict user access and clarification on how active users are calculated for licensing purposes when using authentication providers."", 'provide information about LangSmith pricing plans (including startup and enterprise options), clarify data handling and security features for sensitive information, explain the technical workflow of API requests and tracing, and help with organization management including deletion or renaming of an organization.', ""provide a summary of the user's LangSmith support request. The user reported SSO login issues after a database migration, which was ultimately resolved when they discovered their pods hadn't properly restarted and were still connected to the old database.""]"
12,Analyze deleted or incomplete LangSmith support conversations,"Users requested analysis of various LangChain/LangSmith support conversations, but the vast majority of these conversations had deleted or missing content making it impossible to determine the specific technical issues. One identifiable request involved a bug report where cache_creation token counts were not displaying in the LangSmith popover despite being present in API response metadata when using bedrock models with caching functionality.",13,13,,"[""answer the question about what the user's overall LangChain/LangSmith support request is. However, the conversation content is not available as all messages were deleted, making it impossible to determine the specific support request."", ""analyze the conversation and determine what the user's overall LangChain/LangSmith support request is. However, the conversation provided is incomplete, with one message being deleted, making it impossible to determine the specific support request from the available information."", 'help them understand the user\'s overall LangChain/LangSmith support request from the preceding conversation. However, the conversation content shows ""This message was deleted"" so the specific technical issue cannot be determined, though the title indicates it relates to LangGraph Python class implementation with different input and output states.']"
13,Filter unsolicited SEO marketing spam from support channels,"Multiple unsolicited marketing contacts attempted to promote SEO, backlink, and website optimization services through the LangChain support channels. These spam communications offered various search engine ranking improvement services including meta tag optimization, guest posting, and link exchange collaborations unrelated to LangChain technical support.",8,8,,"['provide SEO and promotional services to help improve website ranking on search engines. This is spam/unsolicited marketing and not a legitimate technical support request.', 'provide SEO services for a website, which is spam/unsolicited marketing rather than a legitimate technical support request.', 'provide SEO and promotional services to get their website to the first page of search results. This is spam/unsolicited marketing rather than a legitimate support request.']"
14,Handle unsolicited marketing and SEO spam messages,"Support staff received multiple unsolicited marketing emails offering SEO services, guest posting opportunities, backlink services, and domain sales that were unrelated to LangChain technical support. These spam messages required categorization and closure without response to maintain support ticket quality and prevent further unsolicited commercial outreach.",14,14,,"[""provide a response to their unsolicited marketing offer for guest posting and backlink services, which falls under the spam category as it's an unsolicited commercial email unrelated to technical support."", 'categorize a potential spam or phishing message as spam and close the ticket without responding to it.', 'help with a job opening advertisement submission. This is not a LangChain/LangSmith support request, but rather spam or unsolicited content unrelated to technical support.']"
15,Enhance LangSmith experiment management and evaluation workflow features,"Users requested various enhancements and support for LangSmith's experiment management and evaluation workflow features. They sought help with comparison views for multi-output experiments, re-running failed evaluators, experiment sharing capabilities, custom code evaluators with network access, dataset commenting functionality, and programmatic access to experiment data through APIs.",16,16,,"['help them share a single experiment (with all the runs) with a 3rd party by giving someone temporary access to the langsmith web ui.', ""schedule a meeting to discuss their LangSmith dataset testing at scale, specifically to review their experimental approach and discuss performance issues they're experiencing."", ""help them understand how to implement custom code evaluators that can make REST API calls for online evaluation in LangSmith, since the current custom code environment doesn't support network connectivity. The support team provided a workaround using webhooks and the SDK to achieve this functionality.""]"
16,Provide LangSmith Data Processing Agreements for regulatory compliance,"Users requested access to Data Processing Agreements (DPAs) from LangSmith/LangChain for legal compliance purposes, specifically to meet GDPR, HIPAA, and other data protection regulatory requirements. The support team consistently responded by providing pre-signed DPA forms through document signing platforms and directing users to the trust center for additional compliance documentation.",12,12,,"['provide a Business Associate Agreement (BAA) and Data Processing Agreement (DPA) for compliance review to ensure proper data protection and regulatory alignment with HIPAA, GDPR, and other applicable privacy regulations.', 'provide a Data Processing Agreement (DPA) for their organization. The support team responded by providing a pre-signed DPA form that the user can fill out and sign electronically.', 'provide the full text of the Data Processing Agreement (DPA) for legal review, as they need to comply with personal information protection regulations when transferring data internationally. The support team directed them to a DocuSign link where they can view and download the DPA without signing it on the first page.']"
17,Increase LangGraph platform deployment quota limits,"Users requested to increase their LangGraph platform deployment quotas from the default limit of 1 deployment to multiple deployments, primarily to support separate development and production environments. Support teams consistently approved these requests and upgraded users to 5 deployments, noting that increases were available at no cost during the open beta phase.",45,45,,"['increase their deployment quota. The support agent successfully upgraded their quota from 1 to 5 deployments.', ""add a second deployment to their organization's account for their application, so they can freeze their current production version while continuing development on an improved version. The support team successfully fulfilled this request by adding another deployment to bring their total count to 2."", 'increase their deployment quota from 1 to 2 for the cloud platform. They want to test migrating their current deployment from another cloud provider to the platform and need additional quota capacity for comparison testing.']"
18,Analyze and categorize LangChain support conversation content,"Users requested help analyzing and categorizing various LangChain/LangSmith support conversations to understand the nature of technical issues being reported. The requests included analyzing conversations about LangSmith tracing dashboard errors, experiment feedback bugs, latency issues, and filtering out spam inquiries unrelated to LangChain services.",21,21,,"[""provide a comprehensive analysis of the user's specific support request based on the conversation provided. The user is asking the assistant to categorize and describe what type of LangChain/LangSmith support the customer in the conversation was seeking."", ""categorize and analyze a support conversation between an AI assistant and a user. The conversation involves an unsolicited business offer from a petroleum company, which the AI assistant appropriately declined as spam/non-technical inquiry since it's unrelated to LangChain services."", 'provide a comprehensive analysis of the conversation and categorize the support request according to the provided framework. The user is asking for help in understanding what type of LangChain/LangSmith support issue was being addressed in the production outage scenario.']"
19,Resolve LangGraph library bugs and development tool issues,"Users experienced various technical issues with LangGraph libraries and development tools, including problems with nested configuration support, graph visualization methods failing due to recent code changes, and dependency version mismatches. They also encountered difficulties with LangGraph Studio functionality, missing documentation references, API compatibility errors, and implementation challenges with features like Agent Inbox and generative UI components.",25,25,,"['help them get their developer seat back on LangSmith after trying the plus plan without getting extra use, and to enable 4-5 deployments on LangGraph platform.', 'help them with a bug in the LangGraph JavaScript library where the recursion limit configuration parameter is being ignored, causing their application to hit the default limit of 25 instead of their specified limit of 50. The user submitted both a bug report and a fix via GitHub pull request and is seeking an estimated timeline for when the fix will be released.', 'help them with a LangGraph error that was occurring in their remote deployment but not locally, which was ultimately resolved when support identified it was caused by a breaking change in the third-party API that required updating their package version. The user also made a feature request for better error surfacing in the platform to help identify such issues more quickly in the future.']"
20,Complete third-party security questionnaires and privacy assessments using trust center,"These requests involved users seeking help completing third-party security review questionnaires, privacy assessments, and compliance documentation for various vendor evaluation and risk management processes. The support team consistently directed these users to the trust center for accessing security and compliance materials to fulfill their assessment requirements.",17,17,,"['provide information about the security measures section of the platform assessment. The support agent directed them to the trust center for security and compliance documentation.', 'complete a privacy assessment for the platform, specifically requesting information across multiple sections including general information, hosting, data processing, security measures, and artificial intelligence/machine learning components. The support team directed them to the trust center for security and compliance documentation to help complete their assessment.', 'complete an overdue privacy assessment for a service, and the support team directed them to the trust center for security and compliance information.']"
21,Configure LangSmith BYOC and self-hosted deployment infrastructure,"Users requested comprehensive support for configuring and managing LangSmith BYOC (Bring Your Own Cloud) and self-hosted deployment infrastructure across multiple cloud providers including AWS EKS, Azure AKS, and GCP. The requests involved complex setup issues including SSL certificate management, VPC endpoint configuration, IAM permissions, database connectivity, multi-tenant access controls, S3 bucket isolation, monitoring integrations, and project migration coordination.",17,17,,"['help with LangSmith deployment issues in a private AKS (Azure Kubernetes Service) environment, with the support team requesting SDK version information and troubleshooting network connectivity problems.', 'provide AWS IAM permissions and policies required for a service account to access S3, RDS, and ElastiCache resources when self-hosting LangSmith, including clarification on whether IAM roles are needed for database and Redis connections versus direct authentication.', 'help with migrating projects from one LangSmith instance to another, which requires coordination between multiple parties to provide workspace and instance IDs for the migration process.']"
22,Categorize and analyze mixed support conversation content for legitimacy,"Users requested assistance with categorizing various support conversations and notifications, many of which contained spam emails, promotional content, or non-technical inquiries rather than legitimate LangChain/LangSmith support requests. The requests involved analyzing conversations about trace ingestion outages, bulk export functionality, prompt execution linking issues, and distinguishing actual technical support needs from irrelevant content like domain renewal scams and unsolicited marketing emails.",14,14,,"['categorize a support conversation where the company proactively notified a customer about a production database scaling issue that caused trace ingestion outages and 403 errors in their service. This falls under LangSmith Support - Observability category as it relates to trace analysis infrastructure problems.', 'categorize a support conversation, but the conversation provided is actually a notification email about updated terms and policies from a financial services company, not a support request related to any of the specified categories.', ""provide a detailed summary of the user's specific support request from the conversation. The user is asking for help categorizing a support interaction where someone inquired about custom URLs and private connectivity options for the ingestion service.""]"
23,Troubleshoot advanced LangGraph workflow patterns and execution management,"Users requested assistance with complex LangGraph workflow design patterns including dynamic graph modification, subgraph interrupts, parallel execution, and retry mechanisms in both OSS Python and Cloud environments. The support requests focused on implementing advanced features like human-in-the-loop workflows, checkpoint management, runtime parallelization, and handling complex routing scenarios with multiple evaluation branches.",14,14,,"['share a success story about using LangGraph in production for biological data workflows, not to request technical support or assistance.', 'provide guidance on how to dynamically modify graph nodes and edges at runtime in LangGraph Cloud, specifically for enabling customers to modify agent workflow rules through a UI that serializes to JSON, as they could only find ways to hardcode graphs in the configuration file.', 'help with a technical issue related to human-in-the-loop interrupts within subgraphs in LangGraph, specifically when a main graph contains subgraphs with different schemas and the interrupts are not working properly when executed from the main graph despite working correctly when testing the subgraph in isolation.']"
24,"Fix LangSmith organization user invitation email validation
bugs","Users encountered
technical bugs in LangSmith's organization management system that prevented
adding team members due to email validation issues, including problems with
uppercase letters in email addresses and single-character usernames before the
@ symbol. The support team identified these as platform bugs, implemented
fixes, and resolved the user invitation failures while also addressing related
account access issues caused by duplicate accounts across different regions.",3,3,,"['help with a bug that is preventing email addresses with uppercase letters from being maintained when adding new users to their organization.', 'help them with their account access issue where they lost access to their original organization and saved prompts after being forced through onboarding again. The support team resolved this by identifying duplicate accounts across different regions and directing the user to the correct regional login URL.', ""help them with adding a user to their organization in LangSmith, which was failing due to an email validation bug that didn't allow single-character email addresses before the @ symbol. The support team identified this as a technical issue, implemented a fix, and resolved the problem.""]"
25,Handle spam and phishing emails submitted to LangChain support,"Users submitted various spam and phishing emails to the LangChain support system, including domain renewal scams, cryptocurrency promotions, fraudulent investment schemes, and unsolicited business inquiries that were unrelated to LangChain or LangSmith services. The support team analyzed these submissions to identify them as spam messages that should be categorized appropriately and closed without technical response.",12,12,,"['analyze a potential spam or phishing email. This is a spam-related inquiry as the user is asking for help identifying fraudulent domain renewal notices rather than seeking technical support for LangChain or LangSmith products.', 'analyze a domain renewal reminder email, which is not a LangChain/LangSmith support request but rather a spam or phishing email unrelated to LangChain services.', 'analyze an unsolicited electronic document received, which is a spam message about a billing document from a third-party company unrelated to LangChain services.']"
26,Enhance LangSmith Prompt Hub SDK and webhook capabilities,"Users requested enhancements to LangSmith Prompt Hub SDK capabilities, including async pull_prompt() methods, pull_prompt_commit functionality, and resolution of ""No prompt owner specified"" errors when accessing prompts programmatically. They also sought improved webhook functionality for prompt tag changes and commits, along with better tag management methods through Python SDK and REST API endpoints.",8,8,,"['provide information about the availability of an async version of the pull_prompt() method in the LangSmith SDK, as their team needs asynchronous prompt management capabilities for their LLM application integration. The support team confirmed this feature is not currently supported but filed an internal ticket to add async client methods in a future release.', 'get help with a specific function called pull_prompt_commit within LangSmith for programmatically pulling prompts without requiring LangChain as a dependency. They wanted confirmation that this undocumented function is safe and recommended to use.', 'help them resolve a LangSmithError they\'re encountering when trying to pull a prompt from the Prompt Hub using the Python SDK, specifically getting a ""No prompt owner specified"" error when attempting to access a production-tagged prompt.']"
27,"Process LangSmith billing refunds for unexpected
charges","Users requested
refunds for various unexpected, unauthorized, or unused LangSmith charges
including incorrect plan rates, accidental upgrades, and billing that occurred
despite believing they were on free plans or had cancelled subscriptions.
Support teams processed refunds, voided invoices, confirmed cancellations, and
in some cases reverted accounts back to free tiers to resolve these billing
discrepancies.",16,16,,"['help with a billing issue where they were incorrectly charged $288.41 despite being on the free plan, and they requested a refund and assurance that no further charges would occur. The support team explained that the account was automatically upgraded to a developer plan due to usage exceeding free tier limits, processed a refund as a courtesy, and reverted the account back to the free plan.', 'provide a refund for an unexpected charge that occurred after they believed their plan was canceled. The support team processed the refund and confirmed the plan cancellation.', 'provide a refund for an unexpected credit card charge that occurred immediately after upgrading to a paid plan, as they believed they had sufficient credits and expected a trial period rather than immediate billing.']"
28,Troubleshoot LangGraph Studio UI and local development environment issues,"Users experienced various technical issues with LangGraph Studio functionality, including UI loading errors, backend initialization problems, debugging setup difficulties, and browser compatibility issues. They also encountered configuration challenges with dynamic project naming, output display problems, API search functionality issues, and cache-related errors that required troubleshooting local development environments.",18,18,,"['help with displaying output on local LangGraph Studio, as they can see results on the cloud version but not locally despite having no errors.', 'help troubleshoot two technical issues with LangGraph Studio: a browser error when switching tabs that shows ""Cannot read properties of undefined (reading \'trim\')"" and a macOS desktop app authentication failure showing ""Failed to connect to LangGraph Server"". The user ultimately resolved the browser issue by clearing the cache folder after discovering it was caused by calling a deleted graph.', 'upgrade their self-hosted LangGraph version to the latest version as soon as possible.']"
29,Increase LangGraph platform deployment quota limits,"Users repeatedly requested increases to their LangGraph platform deployment quotas, typically seeking to expand from the default limit of 1 deployment to 2-5 deployments to support multiple environments like development, staging, and production. Support teams consistently approved and processed these quota increase requests, with some users also requiring assistance with deployment deletion issues and regional migration for compliance purposes.",17,17,,"['increase the number of available deployments on their LangGraph Cloud account from 1 to a higher limit. The support agent fulfilled this request by increasing their deployment limit to 5.', 'increase the deployment quota for their LangGraph platform account. The request was successfully fulfilled by increasing their deployment limit to 5 deployments.', 'increase their LangGraph Platform deployment limit from 1 to 2 deployments. The support team successfully fulfilled this request by increasing their deployment quota to 2 as requested.']"
30,Clarify LangGraph platform pricing calculations and billing issues,"Users requested detailed pricing information and cost calculations for LangGraph platform deployments, including node execution costs, standby minute charges, and volume discounts for various usage scenarios. Several users also encountered billing issues with unexpected charges and sought clarification on pricing models for both cloud and self-hosted LangGraph deployments.",8,8,,"['provide cost estimation information for node execution pricing on the self-hosted enterprise version of the platform. They want to evaluate pricing at different usage levels to help with their decision-making process.', 'provide information about the pricing structure for the startup plan and to estimate costs based on their historical usage patterns. The support agent provided detailed pricing breakdown including per-node execution costs and standby minute charges, along with a manual cost calculation example totaling approximately $108.90 plus additional charges.', ""provide clarification on pricing for the platform, specifically expressing concern that the per-node execution cost would make their solution financially unviable given their usage requirements and pricing targets. The support team escalated the pricing inquiry to their sales team for a consultation call to better understand the user's needs.""]"
31,Resolve LangSmith platform technical issues and integration problems,"Users encountered diverse technical issues across multiple LangSmith components including tracing SDK integration failures, dashboard display errors, webhook payload inconsistencies, auto-deployment malfunctions, and UI configuration problems. The support team resolved these issues through feature flag reverts, bug fixes, environment variable corrections, and product updates while also handling account management requests like credit extensions and permission enhancements.",23,23,,"['help them with a technical issue related to hiding an unwanted add-on that appears in Google Chrome when running LangSmith using docker_compose.yaml on localhost. The support team provided a fix and directed the user to an updated docker-compose configuration in a different repository.', 'help them with a technical issue that was initially reported but later resolved, followed by a question about preventing evaluators from creating extra columns in what appears to be a LangSmith evaluation interface.', 'help them with a critical issue in the LangSmith platform where they cannot specify image processing options (resolution settings) when defining image variables as HumanMessage, and the returned prompts from the Hub SDK lack the ""detail"" property, which is blocking their engineering team and increasing operational costs.']"
32,Fix LangSmith Playground model switching and configuration bugs,"Users experienced multiple bugs and configuration issues in LangSmith Playground related to model switching, parameter handling, and UI state management. The problems included tool configurations being erased when modifying models, prompt settings clearing during mode switches, parameter conflicts between reasoning and standard models, token limit handling failures, and configuration reversion bugs.",5,5,,"['help them with a bug where modifying the model configuration erases tools without warning, and they also reported issues with prompt settings being cleared when switching between chat and instruct modes.', 'help with two LangSmith issues: first, the UI not honoring max token limits for Vertex AI models during evaluations (responses truncated at 1024 tokens despite setting 8192), and second, document attachment failures in the Playground with Claude via Amazon Bedrock due to content block format mismatches.', 'help with LangSmith Playground issues, specifically problems with the parallel_tool_calls parameter when switching between reasoning models, the need to view reasoning tokens during execution for debugging, and a bug where model configurations revert to defaults when editing prompt templates.']"
33,Troubleshoot LangSmith trace ingestion and availability failures,"Users experienced various trace availability and ingestion problems in LangSmith, including missing traces, service unavailable errors when viewing shared traces, complete trace ingestion failures in self-hosted instances, and orphaned traces appearing after version upgrades. These issues were often accompanied by system-level problems like storage capacity limitations, filesystem restrictions, and data retention policy configurations that prevented proper trace processing and display.",12,12,,"[""help with missing traces in their LangSmith application, where no traces are appearing for runs made that day, and they're experiencing issues with version 0.9.5 after rolling back from a newer version."", 'help with a LangSmith observability issue where old traces are overwhelming the system and rule matching has stopped working, along with requests to split ingestion and rules workers, configure Redis trace storage lifetime, and adjust data retention settings.', 'help with a ""Service Unavailable"" error when viewing shared traces in the platform, specifically noting that the issue appears to affect larger traces while smaller examples work correctly.']"
34,Resolve LangSmith self-hosted Kubernetes deployment and configuration issues,"Users required comprehensive assistance with deploying and configuring LangSmith self-hosted installations on Kubernetes clusters, including resolving Helm chart installation errors, license key configuration, TLS/proxy setup, and backend pod crashloop issues. They also sought guidance on LangGraph Platform Kubernetes deployment configurations, pricing models for self-hosted environments, authentication methods, monitoring endpoints, and infrastructure integration with existing enterprise systems.",13,13,,"['help with LangSmith self-hosting deployment on their enterprise Kubernetes cluster, including resolving helm installation errors, configuring license keys, setting up proxy environment variables for egress connectivity, and addressing TLS termination requirements for their security policies.', 'help debug a recently installed LangSmith Kubernetes cluster where backend pods were in crashloop due to license verification issues with the beacon endpoint. The issue was resolved by correcting the license key secret and reinstalling the cluster.', 'find out if there are plans to separate LangGraph Studio from LangSmith or make it available as a standalone container, specifically to address authentication challenges with OAuth2 Proxy in their AWS EKS environment and enable easier connection to staging/production environments.']"
35,Filter spam and unsolicited commercial emails from support channels,"Support agents received multiple unsolicited commercial emails from petroleum companies, metal product manufacturers, and domain sales services that were unrelated to LangChain technical support. These spam messages required categorization and filtering to distinguish them from legitimate LangChain/LangSmith support requests.",28,28,,"['categorize a promotional email from a freelance writer as spam, which falls under the ""Other Support - Spam"" category as it\'s an unsolicited marketing message unrelated to technical support.', 'categorize a sales inquiry from a petroleum company offering various fuel commodities, which appears to be spam/unsolicited marketing rather than a legitimate technical support request.', 'categorize an unsolicited business offer from a petroleum refinery as spam, which falls under the ""Other Support - Spam"" category as it contains marketing content unrelated to technical support.']"
36,Resolve LangChain OSS and LangSmith SDK integration technical issues,"Users requested support for various LangChain OSS and LangSmith SDK integration issues including development environment setup, custom retriever tracing, authentication token configuration, and connection errors across Python and JavaScript implementations. The requests also covered technical troubleshooting for serverless deployment issues, database connector problems, proxy integration challenges, and testing guidance for LangChain library components.",15,15,,"['help with their LangChain development environment setup or configuration issues.', 'help with LangSmith Personal Access Token (PAT) functionality, specifically how to use PATs across multiple workspaces, configure workspace targeting via headers and environment variables, handle workspace deletion scenarios, and implement cross-workspace tracing with the SDK. The conversation also included a secondary question about adding comments to pairwise comparison evaluations.', 'help them with LangChain JavaScript custom retriever implementation and LangSmith tracing integration, specifically how to properly show custom retriever method calls in traces when using callback managers. The support agent suggested wrapping the retriever with another retriever class to achieve proper tracing functionality.']"
